k,task,iso_key,n_iso_members,num_edges,max_in_deg,max_out_deg,is_linear,partial_r,n_topo_total,presence_rate_top_01,presence_designs_top_01,n_topo_top_01,presence_rate_top_05,presence_designs_top_05,n_topo_top_05,presence_rate_bot_05,presence_designs_bot_05,n_topo_bot_05,presence_rate_bot_01,presence_designs_bot_01,n_topo_bot_01,log_odds_top01_vs_bot01,log_odds_top05_vs_bot05
5,toxicity,0000000000000000010011010,1,4,1,3,False,0.023385901121014525,1,0.00038149407687899836,5380,1,0.0013661596063742618,96331,1,0.013109467166611962,924378,1,0.013059728612863152,184174,1,-5.097320449323191,-3.2624111020298674
5,toxicity,0000000000000000010111000,2,4,1,2,False,0.004212817983306929,3,0.007989748162145194,112675,3,0.011875793115633977,837389,3,0.02619220138889913,1846871,3,0.02481443455482198,349944,3,-1.634957645340119,-1.1411134537571448
5,toxicity,0000000000000010000111000,1,4,2,2,False,-0.00760836273498309,5,0.011357036122879952,160162,5,0.014496514712427523,1022182,5,0.04371141308670233,3082190,5,0.052739749874436595,743759,4,-2.215304349189058,-1.5923039321449644
5,toxicity,0000000000000010010011000,1,4,1,2,False,0.042224017893447985,14,0.06314506978824314,890500,14,0.07068329777946838,4984039,14,0.09599573396099922,6768875,14,0.11299486748283293,1593503,12,-0.8395152417717792,-0.4416009426405616
5,toxicity,0000000000000010010111000,1,5,2,2,False,0.015921903825635804,1,0.0030538671763843538,43067,1,0.004915840237085582,346627,1,0.00405528128957114,285947,1,0.002366470419261579,33373,1,0.3679004269400128,0.27763604076871595
5,toxicity,0000000000000010100010010,2,4,1,2,False,0.06703129349808475,17,0.022804694816438594,321602,17,0.04177304828653979,2945512,17,0.16076320528030819,11335775,17,0.162280958957661,2288557,16,-2.8310909643299462,-1.9442929174875265
5,toxicity,0000000000000010100011000,2,4,2,2,False,0.0811645161825438,7,0.031737754447862844,447580,7,0.03747487369536693,2642438,7,0.03975734825529885,2803380,7,0.03127913281938434,441112,7,0.020999540273488396,-0.08529791915730306
5,toxicity,0000000000000010100011010,1,5,2,3,False,0.03619253675657921,1,0.001405288032637173,19818,1,0.003717537967405072,262132,1,0.004175359719066111,294414,1,0.002293433397362456,32343,1,-0.7066431508669632,-0.1675530185340836
5,toxicity,0000000000000010100110000,2,4,2,2,False,0.11242148694799067,14,0.04921670685945496,694076,14,0.06400172202680388,4512906,14,0.10915629863339486,7696856,14,0.10355947698968625,1460441,14,-1.0732395503450831,-0.7702127525765664
5,toxicity,0000000000000010100111000,1,5,2,2,False,0.0014716812512697922,1,0.00044658916285946685,6298,1,0.0017257708336929044,121688,1,0.010088701185643662,711377,1,0.009613373915444543,135572,1,-4.428022701394553,-2.547427648686985
5,toxicity,0000000000000010110010000,3,4,1,2,False,0.00982783598784135,30,0.054101107417741046,762958,30,0.09989732423691035,7043986,30,0.2607801413450894,18388194,30,0.26317600284262926,3711423,30,-2.2822979153355063,-1.3843160702875303
5,toxicity,0000000000000010110011000,1,5,2,2,False,-0.006153768073139936,1,0.004405334762116107,62126,1,0.00273536832793855,192877,1,1.2437555529359948e-05,877,1,0.0,0,0,,7.78088833354502
5,toxicity,0000000000000010110110000,1,5,2,3,False,0.14374825187418697,1,0.0033124038686335785,46713,1,0.005311672116475519,374538,1,0.002879414651480123,203034,1,0.0012107127300054594,17074,1,1.4520219934086456,0.8833905336476872
5,toxicity,0000000000000011100001000,1,4,2,2,False,0.0011410406281729955,7,0.018068211850042763,254806,7,0.022777613747986716,1606101,7,0.04915036888343143,3465703,6,0.047442367585120215,669053,6,-1.3927222739714544,-1.109585630476575
5,toxicity,0000000000000011100101000,1,5,2,3,False,0.029752040222557195,1,0.003770834948005832,53178,1,0.00641565036230083,452382,1,0.0028649348975514155,202013,1,0.0014961243932520316,21099,1,1.3336538729718317,1.1630931647639635
5,toxicity,0000000000000110100010000,2,4,1,2,False,0.036231310798643376,10,0.030614261482422165,431736,10,0.04119055382979575,2904439,10,0.08441225700249977,5952098,10,0.0818069954859575,1153678,10,-1.4180203353692977,-1.035138975151491
5,toxicity,0000000000000110100011000,1,5,2,2,False,0.10863641460328809,8,0.009792272220558602,138095,8,0.02116423471839131,1492338,8,0.08323539762907572,5869115,8,0.08621282973999458,1215811,8,-3.1381870096369973,-1.9755688728025624
5,toxicity,0000000000000110100111000,1,6,2,2,False,-0.0055674674676671285,1,0.0009010493001675525,12707,1,0.0027768930222473796,195805,1,0.005243330208391597,369719,1,0.0037360918541951295,52688,1,-2.051851975881565,-0.9170118056302277
5,toxicity,0000000000000111100011000,1,6,2,2,False,0.021583792353713303,1,0.00020138349039709207,2840,1,0.0011897080194239699,83889,1,0.010389996359214075,732622,1,0.009230390463719143,130171,1,-5.518374358162237,-3.126515695785113
