k,task,iso_key,n_iso_members,num_edges,max_in_deg,max_out_deg,is_linear,partial_r,n_topo_total,presence_rate_top_01,presence_designs_top_01,n_topo_top_01,presence_rate_top_05,presence_designs_top_05,n_topo_top_05,presence_rate_bot_05,presence_designs_bot_05,n_topo_bot_05,presence_rate_bot_01,presence_designs_bot_01,n_topo_bot_01,log_odds_top01_vs_bot01,log_odds_top05_vs_bot05
5,toxicity,0000000000000000000111100,1,4,1,3,False,0.021583792353713303,1,0.00020138349039709207,2840,1,0.0011897080194239699,83889,1,0.010389996359214075,732622,1,0.009230390463719143,130171,1,-5.518374358162237,-3.126515695785113
5,toxicity,0000000000000000010011010,2,4,1,3,False,0.030782139708418782,3,0.014413314228374692,203263,3,0.01808930841373271,1275518,3,0.021456158935678805,1512922,3,0.020227071391987074,285251,3,-0.48888534212021906,-0.24625457687365784
5,toxicity,0000000000000000010011100,1,4,2,3,False,0.022563101862410753,2,0.0013134599974032875,18523,2,0.004174976155564666,294387,2,0.01831857636988116,1291684,2,0.01635646377998356,230666,2,-3.6384167078211602,-2.133467525496847
5,toxicity,0000000000000000010111000,2,4,1,2,False,0.03794301040247955,4,0.008273174151975185,116672,4,0.013231458092982101,932980,4,0.03944409771193226,2781292,4,0.03867891769344547,545467,4,-2.2250345695403846,-1.575837382260772
5,toxicity,0000000000000000110011100,1,5,2,3,False,0.028018761243263413,2,0.013121127134886591,185040,2,0.014927588690641723,1052578,2,0.010808108117613836,762104,2,0.009271659926578647,130753,2,0.5009920999940124,0.4658671286793585
5,toxicity,0000000000000010000111000,1,4,2,2,False,0.018199172858847458,6,0.02873402041503861,405220,6,0.029680243260962608,2092821,6,0.044727676247111,3153849,6,0.0530970640039023,748798,5,-0.8858722231585041,-0.5916648910225313
5,toxicity,0000000000000010010011000,1,4,1,2,False,0.06234968464228803,16,0.06835196756988345,963930,16,0.07476170916606147,5271617,16,0.10926609516122646,7704598,16,0.12685935062145642,1789026,13,-0.8921750895578421,-0.5474743510935933
5,toxicity,0000000000000010010111000,1,5,2,2,False,0.015921903825635804,1,0.0030538671763843538,43067,1,0.004915840237085582,346627,1,0.00405528128957114,285947,1,0.002366470419261579,33373,1,0.3679004269400128,0.27763604076871595
5,toxicity,0000000000000010100010010,2,4,1,2,False,0.1322947636943785,27,0.08158350107608985,1150527,27,0.1088871652800118,7677880,27,0.20637129594847126,14551704,27,0.19651376567042986,2771323,26,-1.2682810505216464,-0.9224084100878547
5,toxicity,0000000000000010100011000,2,4,2,2,False,0.08563042530298812,13,0.04576992914775712,645468,13,0.06108586026154686,4307302,13,0.08281606622440969,5839547,13,0.06916563428008932,975404,13,-0.5956553380604449,-0.4390722026281803
5,toxicity,0000000000000010100011010,1,5,2,3,False,0.03619253675657921,1,0.001405288032637173,19818,1,0.003717537967405072,262132,1,0.004175359719066111,294414,1,0.002293433397362456,32343,1,-0.7066431508669632,-0.1675530185340836
5,toxicity,0000000000000010100110000,2,4,2,2,False,0.1588825539004602,27,0.09505201473191142,1340466,27,0.11638167768813079,8206335,27,0.16663288057416634,11749659,27,0.15072118386346983,2125536,23,-0.6650930901676838,-0.5178091579764598
5,toxicity,0000000000000010100111000,1,5,2,2,False,0.0014716812512697922,1,0.00044658916285946685,6298,1,0.0017257708336929044,121688,1,0.010088701185643662,711377,1,0.009613373915444543,135572,1,-4.428022701394553,-2.547427648686985
5,toxicity,0000000000000010110010000,4,4,1,2,False,0.11337771039002051,50,0.15572843493047697,2196152,50,0.20511568066483304,14463170,50,0.3741456661543396,26381852,49,0.3723221738200284,5250650,46,-1.2575191445586285,-0.8671622769747234
5,toxicity,0000000000000010110011000,1,5,2,2,False,-0.006153768073139936,1,0.004405334762116107,62126,1,0.00273536832793855,192877,1,1.2437555529359948e-05,877,1,0.0,0,0,,7.78088833354502
5,toxicity,0000000000000010110110000,2,5,2,3,False,0.20722063436547947,2,0.012147537232368255,171310,2,0.009665170420933473,681513,2,0.002879414651480123,203034,1,0.0012107127300054594,17074,1,3.326735356832028,1.747019611104441
5,toxicity,0000000000000011100001000,1,4,2,2,False,0.14391419255570936,22,0.12775406991424965,1801645,22,0.11344166409418255,7999028,22,0.09790313308405654,6903370,19,0.09195928334939557,1296850,15,0.4743021243244317,0.21252366634288633
5,toxicity,0000000000000011100101000,1,5,2,3,False,0.029752040222557195,1,0.003770834948005832,53178,1,0.00641565036230083,452382,1,0.0028649348975514155,202013,1,0.0014961243932520316,21099,1,1.3336538729718317,1.1630931647639635
5,toxicity,0000000000000011110001000,2,5,2,3,False,0.0660418800895195,3,0.018636765662015962,262824,3,0.01952373983650134,1376663,3,0.00836258971632843,589665,3,0.00716734277912392,101077,2,1.3786412492579403,1.2232077437391073
5,toxicity,0000000000000110100010000,2,4,1,2,False,0.12452427475859153,25,0.07264491048964765,1024471,25,0.09797663694195359,6908554,25,0.18674562751140766,13167854,24,0.17933999634247613,2529131,23,-1.3037636422876204,-0.930564787014786
5,toxicity,0000000000000110100010010,2,5,2,2,False,0.03577772251184274,3,0.013264364687915508,187060,3,0.008671343234089267,611436,3,0.010098600175107168,712075,2,0.009613373915444543,135572,1,0.4644408235786867,-0.21982793011117102
5,toxicity,0000000000000110100011000,1,5,2,2,False,0.13380725697362922,14,0.02352038621382516,331695,14,0.04479779891890855,3158794,14,0.12628764863658865,8904826,14,0.12404806346591019,1749380,14,-2.3989155581727664,-1.4952137913137624
5,toxicity,0000000000000110100111000,1,6,2,2,False,-0.0055674674676671285,1,0.0009010493001675525,12707,1,0.0027768930222473796,195805,1,0.005243330208391597,369719,1,0.0037360918541951295,52688,1,-2.051851975881565,-0.9170118056302277
5,toxicity,0000000000000111100011000,1,6,2,2,False,0.021583792353713303,1,0.00020138349039709207,2840,1,0.0011897080194239699,83889,1,0.010389996359214075,732622,1,0.009230390463719143,130171,1,-5.518374358162237,-3.126515695785113
5,toxicity,0000000000010000100010010,1,4,2,2,False,0.17003749101736926,29,0.0697424354794597,983539,29,0.10816510643915124,7626966,29,0.21738854503688493,15328555,29,0.20677489996941664,2916030,27,-1.5679524196026688,-1.0070407542185658
5,toxicity,0000000000010000100010110,1,5,2,3,False,0.03213705021319664,2,0.0005828775672760905,8220,2,0.0025558676257982317,180220,2,0.023499463525826037,1657000,2,0.022290119076582297,314345,2,-5.257067634539634,-3.200742798706452
5,toxicity,0000000000010000100110000,1,4,2,2,False,0.15169121865937052,26,0.08866950537023822,1250457,26,0.10674326857121398,7526709,26,0.18037457832857634,12718617,25,0.17047039458499266,2404048,23,-0.943011276863246,-0.7568509283687689
5,toxicity,0000000000010000100110100,1,5,2,2,False,0.0857572482493286,3,0.0071381938184203065,100666,3,0.012871591590903363,907605,3,0.015181646173016638,1070492,3,0.010346509613905739,145911,3,-0.5355131783428951,-0.23813777732025668
5,toxicity,0000000000010000110010010,1,5,2,2,False,0.038820307972792574,9,0.013733361309565638,193674,9,0.02590061679912992,1826311,9,0.09082039194098591,6403950,9,0.09661237983193968,1362470,9,-2.8145232910733564,-1.8100298080516464
5,toxicity,0000000000010000110010100,1,5,2,2,False,-0.006686008210167336,2,0.0009977701033019304,14071,2,0.0034973209410295593,246604,2,0.02093209395337956,1475969,2,0.020079011875748853,283163,2,-4.330837021413736,-2.581394539593729
5,toxicity,0000000000010000110110000,1,5,2,3,False,0.12767918887871013,2,0.004717691901270751,66531,2,0.009029210083880591,636670,2,0.007054774370546235,497448,2,0.0035041461273679153,49417,2,0.4290182650201183,0.35599983720289574
