k,task,iso_key,n_iso_members,num_edges,max_in_deg,max_out_deg,is_linear,partial_r,n_topo_total,presence_rate_top_01,presence_designs_top_01,n_topo_top_01,presence_rate_top_05,presence_designs_top_05,n_topo_top_05,presence_rate_bot_05,presence_designs_bot_05,n_topo_bot_05,presence_rate_bot_01,presence_designs_bot_01,n_topo_bot_01,log_odds_top01_vs_bot01,log_odds_top05_vs_bot05
4,toxicity,0000000000001110,1,3,1,3,False,-0.20724824105137118,36,0.08838877394823749,1246498,36,0.13010451133043405,9173963,36,0.31735641161234857,22377514,36,0.35940440648662353,5068478,34,-2.0236730441181563,-1.2864330020680232
4,toxicity,0000000000011100,1,3,1,2,False,0.167538347259784,79,0.3160084203826471,4456492,79,0.35209534274033116,24827038,79,0.4432766489021879,31256433,71,0.43503360447559525,6135034,62,-0.4611638461867715,-0.33224122124812894
4,toxicity,0000000001001010,2,3,1,2,False,-0.23121716372752396,168,0.667203571124926,9409203,168,0.751218919252041,52970143,168,0.9301037743116628,65583708,154,0.9437170327369659,13308710,130,-0.5002273312834832,-0.30815829342512047
4,toxicity,0000000001001100,1,3,2,2,False,-0.2369772640592917,176,0.7469415059670141,10533703,176,0.7873158481562759,55515419,176,0.8903466246034306,62780342,153,0.9025346470259006,12727938,127,-0.2729870481070696,-0.177424588105837
4,toxicity,0000000001001110,1,4,2,3,False,-0.04853615500914602,42,0.1386784151714947,1955705,42,0.17157372592473602,12098051,42,0.2908381533942869,20507652,36,0.33072532073711797,4664033,35,-1.2538902497551228,-0.7613878990548977
4,toxicity,0000000001011100,1,4,2,2,False,0.07880802513571512,57,0.1611577054677107,2272718,57,0.21414389801353548,15099770,57,0.3900920163543786,27506265,53,0.39359807102843286,5550692,47,-1.288249980306824,-0.8652339038697366
4,toxicity,0000000011001100,1,4,2,2,False,0.02915710616086676,22,0.09785408163561969,1379982,22,0.12054905232861707,8500186,22,0.13357205687159485,9418466,21,0.1375034683721686,1939134,20,-0.490764075353611,-0.14799791961290892
4,toxicity,0000000100011000,1,3,2,1,False,0.0025099287324045643,187,0.8710735803509845,12284269,187,0.904363254054873,63768696,187,0.9183790169333419,64756969,166,0.9134131214342599,12881351,138,-0.06847292489210847,-0.022187305860679057
4,toxicity,0000000101011000,1,4,2,2,False,0.15969714536400198,127,0.5991835317657992,8449954,127,0.6208691030590865,43778883,127,0.6839716555342272,48228379,114,0.693085670228486,9774197,96,-0.2100357179143849,-0.1396474004507248
4,toxicity,0000000110001000,2,3,2,1,False,-0.2616094553871376,214,0.9976103437935274,14068747,214,0.9993238764340254,70464584,214,1.0,70512248,181,1.0,14102437,148,-0.003451670956486485,-0.0009757700233983557
4,toxicity,0000000110001010,1,4,2,2,False,0.2752134657252368,64,0.33624887936114917,4741932,64,0.3322515876281882,23427810,64,0.33101022392591994,23340275,55,0.32014821268125504,4514870,49,0.07078950378308492,0.005400314980104323
4,toxicity,0000000110011000,1,4,2,2,False,0.0786558664632113,131,0.5310217439569176,7488706,131,0.5796498308187801,40872419,131,0.7314171149386699,51573865,115,0.7476527638450007,10543726,98,-0.4935974506617299,-0.3355127611561995
4,toxicity,0000000111001000,2,4,2,2,False,0.011057106342817515,75,0.28161304204866006,3971433,75,0.2891771344327516,20390533,75,0.36291485133192747,25589942,63,0.37239521084192756,5251680,50,-0.4031203698141076,-0.32767761526058214
4,toxicity,0000000111011000,1,5,2,3,False,-0.08935010533211354,6,0.0068675315709394264,96849,6,0.007102396194681552,500806,6,0.0681756168091535,4807216,5,0.09084614240786894,1281152,4,-3.725561712034899,-3.2628781018548367
4,toxicity,0000001110001000,1,4,2,2,False,0.10104879942976931,56,0.21095601352020682,2974996,56,0.25682861755996217,18109566,56,0.33680341605333586,23748766,53,0.33656622610687786,4746404,47,-0.6739481980821392,-0.3911008049842433
4,toxicity,0000001110001010,1,5,2,2,False,0.14856401899716656,12,0.06586679602483173,928883,12,0.06372062197014565,4493085,12,0.07573231816407272,5340056,10,0.07938918642217653,1119581,10,-0.2693911372292376,-0.24914874131608028
4,toxicity,0000000101001000,2,3,1,1,True,0.08328172134114559,211,0.9832865884906357,13866747,211,0.9867401354989918,69577276,211,0.9987985633361172,70427532,180,0.9995657488134853,14096313,147,-0.023689501355747104,-0.01752355462597729
