k,task,iso_key,n_iso_members,num_edges,max_in_deg,max_out_deg,is_linear,partial_r,n_topo_total,presence_rate_top_01,presence_designs_top_01,n_topo_top_01,presence_rate_top_05,presence_designs_top_05,n_topo_top_05,presence_rate_bot_05,presence_designs_bot_05,n_topo_bot_05,presence_rate_bot_01,presence_designs_bot_01,n_topo_bot_01,log_odds_top01_vs_bot01,log_odds_top05_vs_bot05
3,toxicity,000000110,1,2,1,2,False,-0.2746073628988484,196,0.8268821715834138,11661062,196,0.8719900322580787,61485987,196,0.97643993707306,68850975,170,0.980685678652562,13830058,140,-0.24610904572459452,-0.16321965994718715
3,toxicity,000100100,1,2,2,1,False,-0.2333647785250438,215,1.0,14102447,215,1.0,70512259,215,1.0,70512248,181,1.0,14102437,148,0.0,0.0
3,toxicity,000100110,1,3,2,2,False,0.2060841038676779,150,0.6853083723697029,9664525,150,0.6975168388804562,49183488,150,0.7606123265280097,53632485,128,0.768686220686538,10840349,107,-0.1656414948142332,-0.12493327383372242
3,toxicity,000001100,1,2,1,1,True,0.1440302669741405,215,1.0,14102447,215,1.0,70512259,215,1.0,70512248,181,1.0,14102437,148,0.0,0.0
