k,task,iso_key,n_iso_members,num_edges,max_in_deg,max_out_deg,is_linear,partial_r,n_topo_total,presence_rate_top_01,presence_designs_top_01,n_topo_top_01,presence_rate_top_05,presence_designs_top_05,n_topo_top_05,presence_rate_bot_05,presence_designs_bot_05,n_topo_bot_05,presence_rate_bot_01,presence_designs_bot_01,n_topo_bot_01,log_odds_top01_vs_bot01,log_odds_top05_vs_bot05
4,circuit,0000000000001110,1,3,1,3,False,-0.06333650270079057,5,0.016325477385609126,230229,3,0.03187081225307486,2247283,5,0.053770189630456974,3791457,3,0.05609223929175427,791038,3,-1.7806759995355501,-0.7545707717332703
4,circuit,0000000000011100,1,3,1,2,False,-0.010633569033632434,54,0.3219027549566614,4539613,37,0.23983344173055862,16911198,54,0.4593816316935232,32392032,33,0.4919946534112867,6938330,31,-0.6120177136813432,-0.9376603336239768
4,circuit,0000000001001010,2,3,1,2,False,-0.08130620752495467,82,0.40728389052784925,5743695,63,0.37560706464379384,26484903,82,0.5558567561786322,39194710,53,0.6175419873851706,8708855,46,-0.6005024785739077,-0.5654889512147506
4,circuit,0000000001001100,1,3,2,2,False,-0.04106757583255577,58,0.16892471626887723,2382250,43,0.23311971563526684,16437798,58,0.42811669501564187,30187471,34,0.47469248251190393,6694327,33,-1.49061277071858,-0.8769330738802187
4,circuit,0000000001001110,1,4,2,3,False,0.12020826813153508,8,0.016585787022894486,233900,8,0.01794398591110255,1265271,8,0.011970487567344505,844066,3,0.011479423788065194,161888,3,0.530897244534894,0.5840184772126602
4,circuit,0000000001011100,1,4,2,2,False,-0.018857747407988276,4,0.0006134401177215058,8651,2,0.0014724673411403918,103827,4,0.02429872857976775,1713358,2,0.05018276966059089,707700,1,-6.354125768195062,-4.044573286421815
4,circuit,0000000011001100,1,4,2,2,False,0.04924330313774463,2,0.01632129371124251,230170,2,0.03169586395330401,2234947,2,0.022635230369690805,1596061,1,0.022574162645497768,318351,1,-0.46791705669420547,0.4857246032739924
4,circuit,0000000100011000,1,3,2,1,False,0.09697494698360766,137,0.6702700157618159,9452440,114,0.6434236259056226,45369254,137,0.7564802251591777,53341122,81,0.7549267680438505,10646317,72,-0.17159430509626433,-0.23353345867508088
4,circuit,0000000101011000,1,4,2,2,False,0.20919428509695864,65,0.38332980202852895,5405884,52,0.4157209115124093,29313421,65,0.26954211884519524,19006021,35,0.27502171608479375,3878480,30,0.47904062474749454,0.6251045927958844
4,circuit,0000000110001000,2,3,2,1,False,-0.21123403320029602,172,0.6415767460316785,9047795,134,0.7252838868020965,51141406,172,0.9204902399298028,64905837,99,0.9207700789579115,12985114,88,-0.5212191006720044,-0.3438566268135266
4,circuit,0000000110001010,1,4,2,2,False,0.10021648302733935,50,0.3602414504841575,5080282,43,0.41297745952264187,29119974,50,0.19588908588066734,13812580,24,0.20347840268889447,2869544,22,0.8240885175418259,1.0760260219925781
4,circuit,0000000110011000,1,4,2,2,False,0.08972161818106641,21,0.11284036318264447,1591324,16,0.1375318987081112,9697685,21,0.0867559478921173,6117357,11,0.10939623966048452,1542755,11,0.04472006603251469,0.6647316957398746
4,circuit,0000000111001000,2,4,2,2,False,0.11536637915032877,43,0.1629955278648313,2298634,37,0.23070674518161807,16267654,43,0.1835697653041814,12943917,20,0.23138029207690863,3263029,18,-0.5054336059251957,0.3297317242583323
4,circuit,0000000111011000,1,5,2,3,False,0.016949517167403182,1,2.481840725956849e-06,35,1,9.37425633499763e-05,6610,1,0.0032877124653902332,231824,1,0.005399841871447869,76151,1,-11.087290912414819,-5.132236074800525
4,circuit,0000001110001000,1,4,2,2,False,-0.045888730381753985,51,0.18443848991762843,2601032,36,0.1469295410471881,10360334,51,0.3959699399178149,27920731,31,0.3713678828855979,5237197,30,-1.0097092927561362,-1.430266424810871
4,circuit,0000001110001010,1,5,2,2,False,-0.032585997781422106,9,0.0011688760721906485,16484,6,0.012049096142996976,849609,9,0.07304425930308932,5150515,6,0.079245450258643,1117555,5,-6.083134223615038,-2.5998459656889756
4,circuit,0000000101001000,2,3,1,1,True,0.29918494806944324,210,0.999258213261879,14091975,168,0.998687320474482,70419700,210,0.9902348881256078,69823689,108,0.9922183024935384,13992709,94,0.010199956243505724,0.012262275108114458
