k,task,iso_key,n_iso_members,num_edges,max_in_deg,max_out_deg,is_linear,partial_r,n_topo_total,presence_rate_top_01,presence_designs_top_01,n_topo_top_01,presence_rate_top_05,presence_designs_top_05,n_topo_top_05,presence_rate_bot_05,presence_designs_bot_05,n_topo_bot_05,presence_rate_bot_01,presence_designs_bot_01,n_topo_bot_01,log_odds_top01_vs_bot01,log_odds_top05_vs_bot05
5,toxicity,0000000000000000000011110,1,4,1,4,False,-0.08726004213776449,1,0.0005325316946768174,7510,1,0.002021946283127874,142572,1,0.013500151065953819,951926,1,0.01847290649126814,260513,1,-5.1163996720509894,-2.73915897613698
5,toxicity,0000000000000000000111100,1,4,1,3,False,0.05258939068785609,4,0.018838149152413053,265664,4,0.02071344785592531,1460552,4,0.018752586075542508,1322287,4,0.016397733242843063,231248,3,0.20016083094352302,0.1434781530778438
5,toxicity,0000000000000000010011010,3,4,1,3,False,-0.21717811174435495,37,0.09648077386853501,1360615,37,0.13924757395731713,9818661,37,0.3221768649327419,22717415,37,0.36375287476909135,5129802,35,-1.9146452656064927,-1.2102007074523902
5,toxicity,0000000000000000010011100,1,4,2,3,False,-0.19575204956782857,31,0.07293954020887297,1028626,31,0.10956415394378444,7725616,31,0.2839394086542242,20021206,31,0.3211765455857027,4529372,30,-2.1385935312076847,-1.3738072285888694
5,toxicity,0000000000000000010011110,1,5,2,4,False,-0.07433429510023233,4,0.009204076427303715,129800,4,0.015803805122737595,1114362,4,0.03577262208403851,2522408,4,0.042055355397084916,593083,4,-2.19194465896296,-1.1785839081568594
5,toxicity,0000000000000000010111000,3,4,1,2,False,0.14502817832893514,35,0.12020254357275727,1695150,35,0.1530554991863188,10792289,35,0.2245368350758013,15832597,33,0.20951570285334373,2954682,31,-0.8015909507272436,-0.5528972563620027
5,toxicity,0000000000000000010111100,1,5,2,3,False,0.050815787955993855,3,0.00609851609440546,86004,3,0.007152018771657847,504305,3,0.021053945124540632,1484561,3,0.02018580192912757,284669,2,-1.7268107519942955,-1.5576681650761937
5,toxicity,0000000000000000110010100,2,4,2,2,False,-0.16588015087861138,65,0.2045700295842275,2884938,65,0.24696855904162707,17414311,65,0.46280507182241587,32633426,61,0.5022708486483577,7083243,53,-1.295870745358944,-0.906077287293875
5,toxicity,0000000000000000110010110,2,5,2,3,False,0.018975618624712084,12,0.04917401923226515,693474,12,0.06684633377013209,4713486,12,0.09411155066280116,6636017,12,0.10893798001012166,1536291,12,-1.147538837680609,-0.49352336422457493
5,toxicity,0000000000000000110011100,1,5,2,3,False,-0.009098380989120915,14,0.05196786061312622,732874,14,0.06846537139024293,4827648,14,0.09722310938094046,6855420,14,0.10055098987501239,1418014,13,-0.9522357111422615,-0.5059247928572138
5,toxicity,0000000000000010000111000,1,4,2,2,False,0.17208820722126267,45,0.23134977922625768,3262598,45,0.20713447855925307,14605520,45,0.18300664588086882,12904210,37,0.18831482813927833,2655698,27,0.29692911816867973,0.17867167639008924
5,toxicity,0000000000000010010011000,1,4,1,2,False,0.13718705445491647,48,0.14822420534535602,2090324,48,0.18786256727358572,13246614,48,0.3285099348981187,23163974,46,0.3344373032831134,4716381,41,-1.173954713009806,-0.8062593717494022
5,toxicity,0000000000000010010111000,1,5,2,2,False,0.1504732724800095,22,0.08140027046370038,1147943,22,0.10646880565831822,7507356,22,0.15943479776733258,11242106,22,0.14880513204916285,2098515,22,-0.8703187903639161,-0.5825357455331803
5,toxicity,0000000000000010100010010,2,4,1,2,False,0.24960908798009826,65,0.2760527304233088,3893019,65,0.29501131143734877,20801914,65,0.34371529326366107,24236138,59,0.3161274182611133,4458167,50,-0.1955622972065804,-0.22044377248816102
5,toxicity,0000000000000010100011000,2,4,2,2,False,0.2342550192511342,89,0.40630969930253946,5729961,89,0.4103268766357351,28933075,89,0.4367432874924084,30795751,78,0.4264447343391784,6013910,63,-0.0697789811538961,-0.09001187522889022
5,toxicity,0000000000000010100011010,1,5,2,3,False,0.1775392128738777,8,0.03417470741070681,481947,8,0.031073235081009107,2191044,8,0.01677189472104194,1182624,5,0.01016157703806796,143303,4,1.7498046658798736,0.8896267710430852
5,toxicity,0000000000000010100110000,2,4,2,2,False,-0.0981607440418326,143,0.5838487462494985,8233696,143,0.6614807646426418,46642503,143,0.8099049969304624,57108222,132,0.8219704154679082,11591786,114,-0.493491800806859,-0.2920534829924541
5,toxicity,0000000000000010100111000,1,5,2,2,False,0.14559054411212555,28,0.11669442898810398,1645677,28,0.12875544095105504,9078837,28,0.16036863553123423,11307953,25,0.15162911204637894,2138340,22,-0.3778110822974959,-0.3167586119123539
5,toxicity,0000000000000010110010000,4,4,1,2,False,-0.2198364425952086,153,0.6096786607317156,8597961,153,0.7150164484164377,50417425,153,0.924696571863657,65202434,142,0.9399915773422707,13256172,127,-0.624598778456643,-0.3710036097465372
5,toxicity,0000000000000010110011000,1,5,2,2,False,-0.11441898232309299,11,0.024795200435782528,349673,11,0.02731496660743772,1926040,11,0.08250525497357565,5817631,10,0.10414930412381916,1468759,7,-2.0705204072513106,-1.5947943519306202
5,toxicity,0000000000000010110110000,2,5,2,3,False,-0.019051137798754995,27,0.08654710774662014,1220526,27,0.11858740761659614,8361866,27,0.1883832578986845,13283327,25,0.2015981351308288,2843025,24,-1.2199247801936763,-0.6677199313944725
5,toxicity,0000000000000010110111000,1,6,2,3,False,0.06066008697263985,2,0.006107947081807859,86137,2,0.00317432745985347,223829,2,1.8464877194101087e-05,1302,1,0.0,0,0,,7.42552348480978
5,toxicity,0000000000000011100001000,1,4,2,2,False,-0.1080035391901144,127,0.5464300628110852,7706001,127,0.5648938009488534,39831938,127,0.660883666622003,46600393,113,0.6692339061681325,9437829,93,-0.29247368193141626,-0.2264166719190781
5,toxicity,0000000000000011100001010,1,5,2,2,False,0.03240359451869238,4,0.014165413988083062,199767,4,0.011448236256336647,807241,4,0.015341930383498764,1081794,3,0.013349465769639673,188260,2,0.08559075742610844,-0.4223546696984248
5,toxicity,0000000000000011100011000,1,5,2,2,False,-0.009860985336287466,7,0.037297144247377775,525981,7,0.04365853602846563,3078462,7,0.04334768904261852,3056543,7,0.04199777669632561,592271,7,-0.17124778463108978,0.010308671883367038
5,toxicity,0000000000000011100101000,1,5,2,3,False,-0.012226733143929022,30,0.08503751157511884,1199237,30,0.10607208031726795,7479382,30,0.21279032261175393,15004324,25,0.24752487814694724,3490704,24,-1.541402248899763,-1.0043875723689637
5,toxicity,0000000000000011110001000,2,5,2,3,False,-0.06864096590627329,22,0.06731952263319975,949370,22,0.09310993709618635,6565392,22,0.17005920730253843,11991257,22,0.19236398645141972,2712801,20,-1.5147418777202148,-0.8690300664065161
5,toxicity,0000000000000011110101000,1,6,2,4,False,-0.21526090786316923,1,2.836387188691438e-06,40,1,0.0003999730032759268,28203,1,0.024281285146376272,1712128,1,0.03984495729355146,561911,1,-13.778055045414623,-5.923798344936916
5,toxicity,0000000000000110100010000,2,4,1,2,False,-0.1041425691416932,133,0.5097613910550417,7188883,133,0.5987909421537608,42222102,133,0.8321499833617558,58676766,125,0.8576129076130601,12094432,110,-0.7505045105669864,-0.474791179277762
5,toxicity,0000000000000110100010010,2,5,2,2,False,0.06480808036093473,45,0.1521228904458921,2145305,45,0.1826745474145141,12880795,45,0.30629932547321426,21597854,42,0.3080426453952604,4344152,37,-1.017892834714386,-0.7456665568666073
5,toxicity,0000000000000110100011000,1,5,2,2,False,0.1326227479320685,25,0.06758266845463061,953081,25,0.09102167610315817,6418144,25,0.165778376545306,11689406,24,0.15539229141743374,2191410,21,-1.2011897168541295,-0.8649737819279621
