k,task,size_class,parent_iso_key,motif_position,part_idx,n_topo_in_size,n_topo_with_motif_in_size,presence_designs_top_01,presence_designs_top_05,presence_designs_top_10,presence_designs_top_25,presence_designs_bot_01,presence_designs_bot_05,presence_designs_bot_10,presence_designs_bot_25
5,circuit,7,0000000001000011000010000,4,19,82,16,2364,37120,0,671595,48764,354311,0,1858061
5,circuit,7,0000000001000011000010000,0,1,82,16,0,22113,0,1371600,61926,635205,0,4484735
5,circuit,7,0000000001000011000010000,0,2,82,16,11518,190834,0,1511959,168061,1122167,0,5002315
5,circuit,7,0000000001000011000010000,0,4,82,16,6256,77669,0,787345,103025,534992,0,2364892
5,circuit,7,0000000001000011000010000,0,7,82,16,2,58176,0,1522189,39614,675446,0,4846344
5,circuit,7,0000000001000011000010000,0,13,82,16,1492,150003,0,1553419,115002,1028100,0,5021944
5,circuit,7,0000000001000011000010000,0,15,82,16,8644,126389,0,982630,118095,770918,0,3403047
5,circuit,7,0000000001000011000010000,0,17,82,16,395,44908,0,630509,32014,350599,0,2032166
5,circuit,7,0000000001000011000010000,0,18,82,16,468,51774,0,634506,30571,359976,0,1989378
5,circuit,7,0000000001000011000010000,0,19,82,16,2714,57706,0,624868,58178,404242,0,2088812
5,circuit,7,0000000001000011000010000,1,0,82,16,13162,145189,0,1318161,136686,760147,0,3987314
5,circuit,7,0000000001000011000010000,1,3,82,16,2389,44724,0,634374,70810,489855,0,2313629
5,circuit,7,0000000001000011000010000,2,0,82,16,12732,141510,0,1393165,147013,822296,0,4177816
5,circuit,7,0000000001000011000010000,2,11,82,16,247,39125,0,880910,52430,362540,0,2129821
5,circuit,7,0000000001000011000010000,2,12,82,16,209,36947,0,882110,54054,365258,0,2129212
5,circuit,7,0000000001000011000010000,3,3,82,16,19,5585,0,659158,50074,329222,0,2320176
5,circuit,7,0000000001000011000010000,3,4,82,16,11,9909,0,711974,58263,355884,0,2296767
5,circuit,7,0000000001000011000010000,3,5,82,16,23,7006,0,713637,54290,346126,0,2311281
5,circuit,7,0000000001000011000010000,4,0,82,16,3901,49543,0,1440651,156490,843344,0,4384826
5,circuit,7,0000000001000011000010000,4,4,82,16,2525,44705,0,791443,60303,418925,0,2244557
5,circuit,7,0000000001000011000010000,4,5,82,16,2858,47873,0,768425,58791,405671,0,2229572
5,circuit,7,0000000001000011000010000,0,0,82,16,0,2,0,1624418,5935,88731,0,3449842
5,circuit,7,0000000001000011000010000,0,6,82,16,4,25703,0,831000,133230,867170,0,3353941
5,circuit,7,0000000001000011000010000,0,8,82,16,0,20722,0,858612,118330,802793,0,3196914
5,circuit,7,0000000001000011000010000,0,9,82,16,0,6046,0,932032,28181,548073,0,2815260
5,circuit,7,0000000001000011000010000,0,10,82,16,22,23399,0,427152,154527,620866,0,2008061
5,circuit,7,0000000001000011000010000,0,16,82,16,6367,27465,0,342912,213553,575683,0,1582333
5,circuit,7,0000000001000011000010000,1,6,82,16,6673,75474,0,949964,173428,1149674,0,4955858
5,circuit,7,0000000001000011000010000,1,8,82,16,6849,77513,0,936600,169941,1126946,0,4952017
5,circuit,7,0000000001000011000010000,1,9,82,16,8429,89265,0,935424,168390,1016705,0,4899731
5,circuit,7,0000000001000011000010000,1,10,82,16,223,24684,0,444648,63614,576548,0,2533210
5,circuit,7,0000000001000011000010000,1,16,82,16,2804,28163,0,362880,92530,548529,0,2034218
5,circuit,7,0000000001000011000010000,2,6,82,16,6641,84264,0,738020,214847,1175807,0,4779304
5,circuit,7,0000000001000011000010000,2,8,82,16,7097,86492,0,751882,208883,1148073,0,4759298
5,circuit,7,0000000001000011000010000,2,9,82,16,8681,99121,0,772152,138963,998153,0,4678884
5,circuit,7,0000000001000011000010000,2,10,82,16,232,25322,0,371950,75732,569781,0,2407404
5,circuit,7,0000000001000011000010000,2,16,82,16,2891,28155,0,304044,110915,544658,0,1920221
5,circuit,7,0000000001000011000010000,3,0,82,16,0,232,0,1707283,152376,754344,0,3426076
5,circuit,7,0000000001000011000010000,3,6,82,16,30,13138,0,505033,88304,961401,0,5209783
5,circuit,7,0000000001000011000010000,3,8,82,16,37,12134,0,498486,95914,964740,0,5182577
5,circuit,7,0000000001000011000010000,3,9,82,16,0,7956,0,483455,109296,921412,0,5052337
5,circuit,7,0000000001000011000010000,3,10,82,16,0,715,0,225628,30215,446137,0,2561449
5,circuit,7,0000000001000011000010000,3,16,82,16,16,2696,0,189912,41899,443472,0,2019762
5,circuit,7,0000000001000011000010000,4,3,82,16,6268,72196,0,581447,78737,462784,0,2033547
5,circuit,7,0000000001000011000010000,4,6,82,16,15906,141520,0,840051,137235,744249,0,3914427
5,circuit,7,0000000001000011000010000,4,8,82,16,14850,141637,0,817216,138823,750900,0,3901924
5,circuit,7,0000000001000011000010000,4,9,82,16,10843,122924,0,801826,128945,766012,0,3794029
5,circuit,7,0000000001000011000010000,4,10,82,16,1206,50073,0,447660,48902,367211,0,2046950
5,circuit,7,0000000001000011000010000,4,16,82,16,7217,53726,0,358355,57323,341937,0,1618400
5,circuit,5,0000000000000010000111000,0,11,43,1,4,345,0,4419,0,9599,0,20436
5,circuit,5,0000000000000010000111000,0,14,43,1,1,334,0,4590,0,11498,0,26602
5,circuit,5,0000000000000010000111000,1,11,43,1,1,310,0,4236,0,11055,0,22335
5,circuit,5,0000000000000010000111000,1,14,43,1,4,280,0,4553,0,13719,0,28172
5,circuit,5,0000000000000010000111000,2,1,43,1,5,523,0,7149,0,11693,0,28902
5,circuit,5,0000000000000010000111000,3,2,43,1,2,212,0,5661,0,18009,0,38739
5,circuit,5,0000000000000010000111000,3,17,43,1,1,150,0,2988,0,8125,0,18485
5,circuit,5,0000000000000010000111000,3,18,43,1,1,162,0,2776,0,8231,0,18609
5,circuit,5,0000000000000010000111000,3,19,43,1,1,167,0,3233,0,8477,0,18649
5,circuit,5,0000000000000010000111000,4,13,43,1,5,755,0,7008,0,961,0,15504
5,circuit,5,0000000000000010000111000,0,2,43,1,0,144,0,6023,0,17541,0,36368
5,circuit,5,0000000000000010000111000,0,4,43,1,0,115,0,3185,0,12111,0,24368
5,circuit,5,0000000000000010000111000,0,5,43,1,0,112,0,3061,0,12449,0,24512
5,circuit,5,0000000000000010000111000,0,12,43,1,0,216,0,4458,0,10301,0,21181
5,circuit,5,0000000000000010000111000,0,13,43,1,0,4,0,5540,0,19525,0,39160
5,circuit,5,0000000000000010000111000,0,15,43,1,0,53,0,3848,0,18534,0,31857
5,circuit,5,0000000000000010000111000,0,17,43,1,0,1,0,3098,0,8824,0,18761
5,circuit,5,0000000000000010000111000,0,18,43,1,0,1,0,2859,0,6045,0,16285
5,circuit,5,0000000000000010000111000,0,19,43,1,0,113,0,3317,0,7805,0,18299
5,circuit,5,0000000000000010000111000,1,2,43,1,0,164,0,5830,0,18639,0,36761
5,circuit,5,0000000000000010000111000,1,3,43,1,0,5,0,2314,0,16590,0,28919
5,circuit,5,0000000000000010000111000,1,4,43,1,0,142,0,3435,0,10949,0,24356
5,circuit,5,0000000000000010000111000,1,5,43,1,0,170,0,3291,0,14481,0,26363
5,circuit,5,0000000000000010000111000,1,12,43,1,0,153,0,3928,0,11048,0,21723
5,circuit,5,0000000000000010000111000,1,13,43,1,0,2,0,4792,0,20185,0,39789
5,circuit,5,0000000000000010000111000,1,15,43,1,0,54,0,3678,0,18694,0,32069
5,circuit,5,0000000000000010000111000,1,17,43,1,0,23,0,2812,0,8800,0,18635
5,circuit,5,0000000000000010000111000,1,18,43,1,0,4,0,2729,0,9479,0,18940
5,circuit,5,0000000000000010000111000,1,19,43,1,0,131,0,3336,0,6673,0,16971
5,circuit,5,0000000000000010000111000,2,2,43,1,0,199,0,5734,0,13946,0,31704
5,circuit,5,0000000000000010000111000,2,4,43,1,0,2,0,3235,0,6767,0,19279
5,circuit,5,0000000000000010000111000,2,7,43,1,0,121,0,4837,0,17359,0,35386
5,circuit,5,0000000000000010000111000,2,11,43,1,0,65,0,4699,0,6125,0,17624
5,circuit,5,0000000000000010000111000,2,12,43,1,0,62,0,4600,0,8881,0,20323
5,circuit,5,0000000000000010000111000,2,13,43,1,0,19,0,4401,0,20364,0,39542
5,circuit,5,0000000000000010000111000,2,14,43,1,0,100,0,4794,0,9929,0,24816
5,circuit,5,0000000000000010000111000,2,15,43,1,0,51,0,3334,0,14853,0,28255
5,circuit,5,0000000000000010000111000,2,17,43,1,0,68,0,2725,0,7927,0,17534
5,circuit,5,0000000000000010000111000,2,18,43,1,0,50,0,2401,0,7991,0,17466
5,circuit,5,0000000000000010000111000,2,19,43,1,0,178,0,3315,0,5860,0,16624
5,circuit,5,0000000000000010000111000,3,1,43,1,0,178,0,5630,0,17355,0,38010
5,circuit,5,0000000000000010000111000,3,4,43,1,0,42,0,4069,0,8292,0,20721
5,circuit,5,0000000000000010000111000,3,5,43,1,0,28,0,3738,0,6128,0,19655
5,circuit,5,0000000000000010000111000,3,7,43,1,0,213,0,5442,0,18933,0,36993
5,circuit,5,0000000000000010000111000,3,11,43,1,0,13,0,3351,0,10117,0,23620
5,circuit,5,0000000000000010000111000,3,12,43,1,0,20,0,3415,0,11912,0,24641
5,circuit,5,0000000000000010000111000,3,13,43,1,0,92,0,5315,0,19431,0,38438
5,circuit,5,0000000000000010000111000,3,14,43,1,0,78,0,3823,0,13137,0,29755
5,circuit,5,0000000000000010000111000,3,15,43,1,0,83,0,3555,0,12384,0,29753
5,circuit,5,0000000000000010000111000,4,2,43,1,0,204,0,7122,0,2655,0,20599
5,circuit,5,0000000000000010000111000,4,7,43,1,0,33,0,6167,0,6326,0,32370
5,circuit,5,0000000000000010000111000,4,11,43,1,0,102,0,5372,0,2904,0,13370
5,circuit,5,0000000000000010000111000,4,12,43,1,0,84,0,5389,0,3365,0,15112
5,circuit,5,0000000000000010000111000,4,14,43,1,0,5,0,4397,0,5385,0,24511
5,circuit,5,0000000000000010000111000,4,15,43,1,0,216,0,4904,0,1827,0,18654
5,circuit,5,0000000000000010000111000,4,17,43,1,0,6,0,3075,0,3198,0,15299
5,circuit,5,0000000000000010000111000,4,18,43,1,0,26,0,3204,0,2224,0,13763
5,circuit,5,0000000000000010000111000,4,19,43,1,0,7,0,3068,0,5138,0,17479
5,circuit,5,0000000000000010000111000,0,0,43,1,0,0,0,485,0,1471,0,21009
5,circuit,5,0000000000000010000111000,0,1,43,1,0,0,0,4647,0,14204,0,32152
5,circuit,5,0000000000000010000111000,0,3,43,1,0,0,0,1458,0,16271,0,29579
5,circuit,5,0000000000000010000111000,0,7,43,1,0,0,0,5634,0,12986,0,32155
5,circuit,5,0000000000000010000111000,1,0,43,1,0,0,0,1073,0,1039,0,19330
5,circuit,5,0000000000000010000111000,1,1,43,1,0,0,0,5322,0,10318,0,31188
5,circuit,5,0000000000000010000111000,1,7,43,1,0,0,0,5293,0,13556,0,33129
5,circuit,5,0000000000000010000111000,2,0,43,1,0,0,0,324,0,33510,0,48422
5,circuit,5,0000000000000010000111000,2,3,43,1,0,0,0,2129,0,4224,0,16763
5,circuit,5,0000000000000010000111000,2,5,43,1,0,0,0,2945,0,4754,0,17292
5,circuit,5,0000000000000010000111000,3,0,43,1,0,0,0,370,0,39779,0,50594
5,circuit,5,0000000000000010000111000,3,3,43,1,0,0,0,3243,0,6951,0,20576
5,circuit,5,0000000000000010000111000,3,6,43,1,0,0,0,5,0,11855,0,34481
5,circuit,5,0000000000000010000111000,3,8,43,1,0,0,0,3,0,11589,0,34709
5,circuit,5,0000000000000010000111000,3,9,43,1,0,0,0,5,0,15238,0,38333
5,circuit,5,0000000000000010000111000,4,0,43,1,0,0,0,295,0,2409,0,34934
5,circuit,5,0000000000000010000111000,4,1,43,1,0,0,0,2879,0,24529,0,44265
5,circuit,5,0000000000000010000111000,4,4,43,1,0,0,0,2161,0,10442,0,24002
5,circuit,5,0000000000000010000111000,4,5,43,1,0,0,0,1581,0,11938,0,25086
5,circuit,5,0000000000000010000111000,0,6,43,1,0,0,0,0,0,20240,0,45368
5,circuit,5,0000000000000010000111000,0,8,43,1,0,0,0,0,0,17515,0,43750
5,circuit,5,0000000000000010000111000,0,9,43,1,0,0,0,0,0,13992,0,37402
5,circuit,5,0000000000000010000111000,0,10,43,1,0,0,0,0,0,15288,0,31620
5,circuit,5,0000000000000010000111000,0,16,43,1,0,0,0,0,0,14539,0,26788
5,circuit,5,0000000000000010000111000,1,6,43,1,0,0,0,0,0,18143,0,43253
5,circuit,5,0000000000000010000111000,1,8,43,1,0,0,0,0,0,16678,0,42328
5,circuit,5,0000000000000010000111000,1,9,43,1,0,0,0,0,0,12882,0,37017
5,circuit,5,0000000000000010000111000,1,10,43,1,0,0,0,0,0,14882,0,30441
5,circuit,5,0000000000000010000111000,1,16,43,1,0,0,0,0,0,12928,0,25933
5,circuit,5,0000000000000010000111000,2,6,43,1,0,0,0,0,0,19400,0,46995
5,circuit,5,0000000000000010000111000,2,8,43,1,0,0,0,0,0,20811,0,47286
5,circuit,5,0000000000000010000111000,2,9,43,1,0,0,0,0,0,24525,0,51525
5,circuit,5,0000000000000010000111000,2,10,43,1,0,0,0,0,0,11691,0,28532
5,circuit,5,0000000000000010000111000,2,16,43,1,0,0,0,0,0,10128,0,23382
5,circuit,5,0000000000000010000111000,3,10,43,1,0,0,0,0,0,7723,0,23862
5,circuit,5,0000000000000010000111000,3,16,43,1,0,0,0,0,0,7072,0,19029
5,circuit,5,0000000000000010000111000,4,3,43,1,0,0,0,0,0,19685,0,31290
5,circuit,5,0000000000000010000111000,4,6,43,1,0,0,0,0,0,37920,0,55439
5,circuit,5,0000000000000010000111000,4,8,43,1,0,0,0,0,0,37122,0,56169
5,circuit,5,0000000000000010000111000,4,9,43,1,0,0,0,0,0,38101,0,55657
5,circuit,5,0000000000000010000111000,4,10,43,1,0,0,0,0,0,23601,0,34498
5,circuit,5,0000000000000010000111000,4,16,43,1,0,0,0,0,0,21008,0,29651
5,circuit,6,0000000001000100100110000,0,11,63,2,2377,21857,0,142835,1099,29730,0,245068
5,circuit,6,0000000001000100100110000,1,1,63,2,20,7677,0,202533,56,24881,0,280653
5,circuit,6,0000000001000100100110000,1,2,63,2,844,15393,0,223983,97,28272,0,254971
5,circuit,6,0000000001000100100110000,1,7,63,2,700,16521,0,213189,69,28430,0,279758
5,circuit,6,0000000001000100100110000,1,17,63,2,126,6082,0,104392,1,11801,0,115586
5,circuit,6,0000000001000100100110000,1,19,63,2,237,6453,0,102990,1,10208,0,119772
5,circuit,6,0000000001000100100110000,2,1,63,2,235,8099,0,136591,314,29141,0,310447
5,circuit,6,0000000001000100100110000,2,6,63,2,485,13835,0,246011,234,17541,0,250843
5,circuit,6,0000000001000100100110000,2,7,63,2,245,7224,0,132274,210,26980,0,295551
5,circuit,6,0000000001000100100110000,2,8,63,2,437,12816,0,244697,208,18588,0,257406
5,circuit,6,0000000001000100100110000,2,9,63,2,196,10546,0,232074,303,27369,0,279448
5,circuit,6,0000000001000100100110000,2,13,63,2,179,6882,0,133841,238,25168,0,264559
5,circuit,6,0000000001000100100110000,2,17,63,2,98,2988,0,64540,32,10510,0,130496
5,circuit,6,0000000001000100100110000,2,18,63,2,88,2846,0,62209,12,9983,0,133418
5,circuit,6,0000000001000100100110000,2,19,63,2,118,3129,0,64213,7,9086,0,130674
5,circuit,6,0000000001000100100110000,3,2,63,2,532,13915,0,234849,412,25199,0,279122
5,circuit,6,0000000001000100100110000,3,4,63,2,240,6537,0,117095,79,16745,0,119213
5,circuit,6,0000000001000100100110000,3,13,63,2,22,4908,0,205414,310,23657,0,278640
5,circuit,6,0000000001000100100110000,3,18,63,2,225,4912,0,110251,46,11313,0,123235
5,circuit,6,0000000001000100100110000,4,1,63,2,51,5720,0,197157,540,16457,0,315832
5,circuit,6,0000000001000100100110000,4,2,63,2,676,15062,0,218748,5,8012,0,239431
5,circuit,6,0000000001000100100110000,4,7,63,2,116,8844,0,222175,4,4156,0,204826
5,circuit,6,0000000001000100100110000,4,17,63,2,33,3870,0,110140,0,3730,0,97062
5,circuit,6,0000000001000100100110000,4,18,63,2,74,4192,0,107651,0,3513,0,99320
5,circuit,6,0000000001000100100110000,0,1,63,2,0,563,0,198129,0,15915,0,303457
5,circuit,6,0000000001000100100110000,0,2,63,2,21,10171,0,207629,33,50203,0,379796
5,circuit,6,0000000001000100100110000,0,3,63,2,193,6047,0,115829,0,3595,0,219008
5,circuit,6,0000000001000100100110000,0,4,63,2,4,10531,0,126692,54,18871,0,185439
5,circuit,6,0000000001000100100110000,0,5,63,2,170,14976,0,126252,30,16033,0,190490
5,circuit,6,0000000001000100100110000,0,12,63,2,636,13132,0,131129,1317,31746,0,284276
5,circuit,6,0000000001000100100110000,0,13,63,2,0,5036,0,201434,263,58226,0,463614
5,circuit,6,0000000001000100100110000,0,14,63,2,333,12037,0,150178,375,41619,0,303182
5,circuit,6,0000000001000100100110000,0,15,63,2,22,5067,0,130429,68,42776,0,326977
5,circuit,6,0000000001000100100110000,0,19,63,2,0,4219,0,102662,0,13493,0,163009
5,circuit,6,0000000001000100100110000,1,3,63,2,0,549,0,77068,0,13798,0,134650
5,circuit,6,0000000001000100100110000,1,4,63,2,24,3154,0,109510,34,13821,0,144715
5,circuit,6,0000000001000100100110000,1,5,63,2,11,2511,0,105902,24,11922,0,152582
5,circuit,6,0000000001000100100110000,1,11,63,2,7,4750,0,139999,7,12393,0,142633
5,circuit,6,0000000001000100100110000,1,12,63,2,5,4724,0,138802,11,11209,0,134723
5,circuit,6,0000000001000100100110000,1,13,63,2,981,16997,0,227303,174,27018,0,227553
5,circuit,6,0000000001000100100110000,1,14,63,2,199,7452,0,148854,26,19244,0,190123
5,circuit,6,0000000001000100100110000,1,15,63,2,338,7574,0,147966,53,18167,0,196478
5,circuit,6,0000000001000100100110000,1,18,63,2,264,6514,0,103824,6,10953,0,122856
5,circuit,6,0000000001000100100110000,2,0,63,2,0,593,0,104554,86,47204,0,310270
5,circuit,6,0000000001000100100110000,2,2,63,2,206,6093,0,134421,305,23872,0,295974
5,circuit,6,0000000001000100100110000,2,3,63,2,403,6434,0,71546,297,17911,0,151814
5,circuit,6,0000000001000100100110000,2,4,63,2,403,6188,0,71673,169,16333,0,151867
5,circuit,6,0000000001000100100110000,2,5,63,2,433,6324,0,73275,178,17209,0,153180
5,circuit,6,0000000001000100100110000,2,10,63,2,0,1148,0,85119,30,10175,0,143837
5,circuit,6,0000000001000100100110000,2,11,63,2,0,1131,0,85636,30,10755,0,151264
5,circuit,6,0000000001000100100110000,2,12,63,2,0,1204,0,85437,54,10976,0,154807
5,circuit,6,0000000001000100100110000,2,14,63,2,51,2947,0,87804,278,19890,0,211534
5,circuit,6,0000000001000100100110000,2,15,63,2,46,2747,0,84399,229,18550,0,218588
5,circuit,6,0000000001000100100110000,2,16,63,2,133,3177,0,66950,25,11167,0,135194
5,circuit,6,0000000001000100100110000,3,1,63,2,467,13065,0,211500,129,28143,0,284606
5,circuit,6,0000000001000100100110000,3,3,63,2,26,1070,0,72784,16,19111,0,137701
5,circuit,6,0000000001000100100110000,3,5,63,2,204,5889,0,113678,38,13365,0,140077
5,circuit,6,0000000001000100100110000,3,7,63,2,263,8274,0,213993,702,28958,0,289644
5,circuit,6,0000000001000100100110000,3,11,63,2,39,8714,0,158498,46,9571,0,135662
5,circuit,6,0000000001000100100110000,3,12,63,2,5,6710,0,154695,37,10258,0,133635
5,circuit,6,0000000001000100100110000,3,14,63,2,646,11858,0,160876,152,18378,0,194181
5,circuit,6,0000000001000100100110000,3,15,63,2,93,5404,0,152158,292,17640,0,202048
5,circuit,6,0000000001000100100110000,3,17,63,2,348,6472,0,110873,4,11107,0,115076
5,circuit,6,0000000001000100100110000,3,19,63,2,646,8623,0,110504,2,10863,0,124865
5,circuit,6,0000000001000100100110000,4,3,63,2,0,5,0,42917,783,37941,0,189509
5,circuit,6,0000000001000100100110000,4,4,63,2,0,307,0,110696,103,8942,0,144006
5,circuit,6,0000000001000100100110000,4,5,63,2,0,151,0,108047,96,9840,0,143607
5,circuit,6,0000000001000100100110000,4,11,63,2,298,13333,0,132353,19,8106,0,181504
5,circuit,6,0000000001000100100110000,4,12,63,2,202,11743,0,133463,0,5864,0,176312
5,circuit,6,0000000001000100100110000,4,13,63,2,1097,16919,0,209609,0,6300,0,283941
5,circuit,6,0000000001000100100110000,4,14,63,2,500,10726,0,144502,121,9421,0,188965
5,circuit,6,0000000001000100100110000,4,15,63,2,606,8966,0,143104,0,4833,0,191324
5,circuit,6,0000000001000100100110000,4,19,63,2,103,6513,0,106113,33,5345,0,97478
5,circuit,6,0000000001000100100110000,0,0,63,2,0,0,0,220102,0,0,0,167535
5,circuit,6,0000000001000100100110000,0,6,63,2,0,0,0,2925,0,0,0,11654
5,circuit,6,0000000001000100100110000,0,7,63,2,0,68,0,204347,0,30891,0,325045
5,circuit,6,0000000001000100100110000,0,8,63,2,0,0,0,3864,0,0,0,5288
5,circuit,6,0000000001000100100110000,0,9,63,2,0,0,0,2449,0,0,0,47
5,circuit,6,0000000001000100100110000,0,10,63,2,0,0,0,5812,0,0,0,106290
5,circuit,6,0000000001000100100110000,0,16,63,2,0,0,0,1257,0,0,0,139436
5,circuit,6,0000000001000100100110000,0,17,63,2,0,1070,0,97284,0,12166,0,152443
5,circuit,6,0000000001000100100110000,0,18,63,2,0,1577,0,96026,0,13144,0,159117
5,circuit,6,0000000001000100100110000,1,0,63,2,0,0,0,157428,1885,58501,0,318231
5,circuit,6,0000000001000100100110000,1,6,63,2,0,0,0,12638,101,16543,0,341988
5,circuit,6,0000000001000100100110000,1,8,63,2,0,0,0,13560,96,17856,0,341022
5,circuit,6,0000000001000100100110000,1,9,63,2,0,0,0,26467,596,25554,0,330027
5,circuit,6,0000000001000100100110000,1,10,63,2,0,0,0,6984,2,9374,0,163830
5,circuit,6,0000000001000100100110000,1,16,63,2,0,0,0,3872,0,8463,0,139020
5,circuit,6,0000000001000100100110000,3,0,63,2,0,0,0,99986,403,55356,0,395993
5,circuit,6,0000000001000100100110000,3,6,63,2,0,0,0,10204,88,17385,0,309319
5,circuit,6,0000000001000100100110000,3,8,63,2,0,0,0,9984,199,18709,0,301026
5,circuit,6,0000000001000100100110000,3,9,63,2,0,0,0,12046,282,23469,0,263134
5,circuit,6,0000000001000100100110000,3,10,63,2,0,0,0,4462,2,9542,0,159753
5,circuit,6,0000000001000100100110000,3,16,63,2,0,0,0,3414,0,9639,0,144241
5,circuit,6,0000000001000100100110000,4,0,63,2,0,0,0,244697,0,37,0,131032
5,circuit,6,0000000001000100100110000,4,6,63,2,0,0,0,7461,549,60603,0,382986
5,circuit,6,0000000001000100100110000,4,8,63,2,0,0,0,9863,325,57681,0,377247
5,circuit,6,0000000001000100100110000,4,9,63,2,0,0,0,15094,77,39802,0,301912
5,circuit,6,0000000001000100100110000,4,10,63,2,0,0,0,2132,231,46936,0,213204
5,circuit,6,0000000001000100100110000,4,16,63,2,0,0,0,1342,353,40889,0,171673
5,circuit,7,0000000001010000110010000,0,1,82,10,22023,159535,0,1683605,15585,120941,0,1237542
5,circuit,7,0000000001010000110010000,0,2,82,10,18234,141403,0,1570871,50709,318709,0,1722154
5,circuit,7,0000000001010000110010000,0,4,82,10,8967,64179,0,956621,26877,129099,0,725794
5,circuit,7,0000000001010000110010000,0,5,82,10,9469,69092,0,1002203,30740,132406,0,713016
5,circuit,7,0000000001010000110010000,0,7,82,10,11045,110514,0,1659168,18208,217414,0,1586591
5,circuit,7,0000000001010000110010000,0,11,82,10,17369,144363,0,827498,33472,161502,0,900523
5,circuit,7,0000000001010000110010000,0,12,82,10,13812,119485,0,792473,31559,164163,0,935812
5,circuit,7,0000000001010000110010000,0,13,82,10,15902,131508,0,1453177,56009,348066,0,1949219
5,circuit,7,0000000001010000110010000,0,14,82,10,14245,128464,0,1050267,39366,226695,0,1105168
5,circuit,7,0000000001010000110010000,0,15,82,10,9171,77325,0,972395,40241,251571,0,1266479
5,circuit,7,0000000001010000110010000,0,17,82,10,5935,44553,0,699560,9720,93277,0,658468
5,circuit,7,0000000001010000110010000,0,18,82,10,5543,43449,0,678402,11394,95711,0,681320
5,circuit,7,0000000001010000110010000,0,19,82,10,9062,71026,0,698431,12197,93726,0,614372
5,circuit,7,0000000001010000110010000,1,0,82,10,13169,66500,0,1313266,54283,311731,0,1638864
5,circuit,7,0000000001010000110010000,1,1,82,10,20918,136630,0,1557817,50053,260122,0,1440685
5,circuit,7,0000000001010000110010000,1,2,82,10,17428,121606,0,1563807,44568,241060,0,1441010
5,circuit,7,0000000001010000110010000,1,3,82,10,16288,78404,0,715625,34337,152334,0,695099
5,circuit,7,0000000001010000110010000,1,4,82,10,14701,76096,0,795810,22637,119572,0,678056
5,circuit,7,0000000001010000110010000,1,5,82,10,14861,76019,0,803046,22390,117891,0,664153
5,circuit,7,0000000001010000110010000,1,7,82,10,18746,121100,0,1525454,50949,275073,0,1460493
5,circuit,7,0000000001010000110010000,1,11,82,10,2052,56776,0,866594,10065,84804,0,682725
5,circuit,7,0000000001010000110010000,1,12,82,10,1907,53127,0,821388,9120,85805,0,704649
5,circuit,7,0000000001010000110010000,1,13,82,10,14344,105017,0,1496760,42213,253724,0,1514340
5,circuit,7,0000000001010000110010000,1,14,82,10,9471,73832,0,1024292,24208,146301,0,960243
5,circuit,7,0000000001010000110010000,1,15,82,10,7738,60801,0,961044,29946,166284,0,1034448
5,circuit,7,0000000001010000110010000,1,17,82,10,8154,50058,0,651855,12090,87682,0,571798
5,circuit,7,0000000001010000110010000,1,18,82,10,8088,48300,0,639816,13258,90385,0,581515
5,circuit,7,0000000001010000110010000,1,19,82,10,8892,55195,0,661302,13101,82964,0,543266
5,circuit,7,0000000001010000110010000,2,0,82,10,31467,192655,0,1528648,55785,289580,0,1518922
5,circuit,7,0000000001010000110010000,2,1,82,10,20966,134287,0,1515259,60871,275729,0,1539345
5,circuit,7,0000000001010000110010000,2,2,82,10,16690,120819,0,1624920,47066,237853,0,1320795
5,circuit,7,0000000001010000110010000,2,3,82,10,10929,60352,0,701341,28919,144749,0,776841
5,circuit,7,0000000001010000110010000,2,4,82,10,10950,65726,0,803437,27344,132949,0,707486
5,circuit,7,0000000001010000110010000,2,5,82,10,10960,64463,0,779251,28568,136905,0,713847
5,circuit,7,0000000001010000110010000,2,7,82,10,24035,146803,0,1607458,53974,251922,0,1329075
5,circuit,7,0000000001010000110010000,2,11,82,10,1361,44721,0,872626,15381,97040,0,658567
5,circuit,7,0000000001010000110010000,2,12,82,10,1443,44592,0,870061,14845,93125,0,653041
5,circuit,7,0000000001010000110010000,2,13,82,10,18756,132099,0,1684233,42381,224338,0,1244537
5,circuit,7,0000000001010000110010000,2,14,82,10,7978,64322,0,1046770,28539,155310,0,910095
5,circuit,7,0000000001010000110010000,2,15,82,10,8194,66207,0,1048034,34263,166073,0,924641
5,circuit,7,0000000001010000110010000,2,17,82,10,8075,51113,0,669499,19842,96897,0,553532
5,circuit,7,0000000001010000110010000,2,18,82,10,8300,51109,0,666322,16495,90306,0,533449
5,circuit,7,0000000001010000110010000,2,19,82,10,8324,52561,0,671007,16401,89273,0,538762
5,circuit,7,0000000001010000110010000,3,1,82,10,30318,208814,0,1642880,58871,284191,0,1510699
5,circuit,7,0000000001010000110010000,3,2,82,10,36158,188986,0,1695653,41778,236825,0,1418774
5,circuit,7,0000000001010000110010000,3,3,82,10,4206,45968,0,793130,30370,136313,0,734768
5,circuit,7,0000000001010000110010000,3,4,82,10,8737,68479,0,865615,28081,142929,0,722869
5,circuit,7,0000000001010000110010000,3,5,82,10,7201,62178,0,864366,32283,145341,0,737861
5,circuit,7,0000000001010000110010000,3,7,82,10,27561,187478,0,1599588,59309,279093,0,1471051
