k,task,size_class,parent_iso_key,motif_position,part_idx,n_topo_in_size,n_topo_with_motif_in_size,presence_designs_top_01,presence_designs_top_05,presence_designs_top_10,presence_designs_top_25,presence_designs_bot_01,presence_designs_bot_05,presence_designs_bot_10,presence_designs_bot_25
5,circuit,5,0000000001010001010010000,4,2,43,1,3881,13126,0,37141,0,0,0,0
5,circuit,5,0000000001010001010010000,4,7,43,1,2349,8951,0,33611,0,0,0,0
5,circuit,5,0000000001010001010010000,4,11,43,1,3474,9564,0,19128,0,0,0,13
5,circuit,5,0000000001010001010010000,4,12,43,1,3464,9729,0,21438,0,0,0,0
5,circuit,5,0000000001010001010010000,4,13,43,1,8041,17097,0,32682,0,0,0,6
5,circuit,5,0000000001010001010010000,4,14,43,1,1967,7709,0,23419,0,0,0,0
5,circuit,5,0000000001010001010010000,4,15,43,1,2701,10718,0,25631,0,0,0,2
5,circuit,5,0000000001010001010010000,4,17,43,1,921,4411,0,17129,0,0,0,0
5,circuit,5,0000000001010001010010000,4,18,43,1,1229,5149,0,17957,0,0,0,0
5,circuit,5,0000000001010001010010000,4,19,43,1,1243,4814,0,16010,0,0,0,0
5,circuit,5,0000000001010001010010000,0,1,43,1,0,30,0,23438,0,0,0,0
5,circuit,5,0000000001010001010010000,0,7,43,1,0,837,0,26012,0,0,0,0
5,circuit,5,0000000001010001010010000,0,17,43,1,0,2473,0,17886,0,0,0,0
5,circuit,5,0000000001010001010010000,0,18,43,1,0,2257,0,16380,0,0,0,0
5,circuit,5,0000000001010001010010000,1,0,43,1,0,53,0,13498,0,0,0,2
5,circuit,5,0000000001010001010010000,3,0,43,1,0,3,0,7370,0,0,0,429
5,circuit,5,0000000001010001010010000,4,4,43,1,0,190,0,16106,0,0,0,0
5,circuit,5,0000000001010001010010000,4,5,43,1,0,41,0,12685,0,0,0,0
5,circuit,5,0000000001010001010010000,0,0,43,1,0,0,0,2147,0,0,0,489
5,circuit,5,0000000001010001010010000,0,6,43,1,0,0,0,1350,0,0,0,129
5,circuit,5,0000000001010001010010000,0,8,43,1,0,0,0,1613,0,0,0,68
5,circuit,5,0000000001010001010010000,0,9,43,1,0,0,0,2033,0,0,0,127
5,circuit,5,0000000001010001010010000,0,10,43,1,0,0,0,1613,0,0,0,175
5,circuit,5,0000000001010001010010000,0,16,43,1,0,0,0,734,0,0,0,111
5,circuit,5,0000000001010001010010000,4,0,43,1,0,0,0,10680,0,0,0,0
5,circuit,5,0000000001010001010010000,4,3,43,1,0,0,0,4887,0,0,0,0
5,circuit,5,0000000001010001010010000,4,6,43,1,0,0,0,2850,0,0,0,139
5,circuit,5,0000000001010001010010000,4,8,43,1,0,0,0,1782,0,0,0,413
5,circuit,5,0000000001010001010010000,4,9,43,1,0,0,0,2941,0,0,0,258
5,circuit,5,0000000001010001010010000,4,10,43,1,0,0,0,1936,0,0,0,103
5,circuit,5,0000000001010001010010000,4,16,43,1,0,0,0,1139,0,0,0,197
5,circuit,5,0000000000000010010011000,0,2,43,2,398,2711,0,19746,0,30847,0,70618
5,circuit,5,0000000000000010010011000,0,3,43,2,1843,4528,0,11586,0,15808,0,47250
5,circuit,5,0000000000000010010011000,0,4,43,2,1141,3960,0,13830,0,16402,0,44211
5,circuit,5,0000000000000010010011000,0,5,43,2,1476,4124,0,13667,0,17723,0,45503
5,circuit,5,0000000000000010010011000,0,6,43,2,16,2585,0,21137,0,14518,0,57427
5,circuit,5,0000000000000010010011000,0,10,43,2,82,1737,0,11110,0,11007,0,39955
5,circuit,5,0000000000000010010011000,0,11,43,2,288,2208,0,13033,0,16063,0,44350
5,circuit,5,0000000000000010010011000,0,12,43,2,159,1595,0,13249,0,16926,0,42699
5,circuit,5,0000000000000010010011000,0,14,43,2,795,3211,0,14461,0,23795,0,59273
5,circuit,5,0000000000000010010011000,0,15,43,2,152,1565,0,12120,0,27646,0,62340
5,circuit,5,0000000000000010010011000,0,16,43,2,1771,4019,0,8031,0,9919,0,38399
5,circuit,5,0000000000000010010011000,0,17,43,2,89,1280,0,10024,0,16179,0,38603
5,circuit,5,0000000000000010010011000,0,18,43,2,52,1061,0,9871,0,15730,0,37652
5,circuit,5,0000000000000010010011000,0,19,43,2,402,1989,0,10600,0,15350,0,37522
5,circuit,5,0000000000000010010011000,1,2,43,2,549,4741,0,26896,0,28775,0,61721
5,circuit,5,0000000000000010010011000,1,3,43,2,171,931,0,12028,0,19903,0,43807
5,circuit,5,0000000000000010010011000,1,4,43,2,92,1036,0,17078,0,16071,0,37722
5,circuit,5,0000000000000010010011000,1,5,43,2,134,1241,0,15085,0,15604,0,40577
5,circuit,5,0000000000000010010011000,1,11,43,2,2953,7910,0,19768,0,17961,0,38384
5,circuit,5,0000000000000010010011000,1,12,43,2,2286,7295,0,19037,0,18176,0,38781
5,circuit,5,0000000000000010010011000,1,13,43,2,15,2337,0,26072,0,30269,0,61819
5,circuit,5,0000000000000010010011000,1,14,43,2,1844,6517,0,20413,0,23051,0,52549
5,circuit,5,0000000000000010010011000,1,15,43,2,347,3143,0,19659,0,23653,0,49512
5,circuit,5,0000000000000010010011000,1,19,43,2,273,2939,0,15197,0,13427,0,30169
5,circuit,5,0000000000000010010011000,2,1,43,2,630,2901,0,18407,0,23102,0,71542
5,circuit,5,0000000000000010010011000,2,2,43,2,448,2095,0,17473,0,23306,0,70048
5,circuit,5,0000000000000010010011000,2,3,43,2,500,3362,0,12443,0,11260,0,37214
5,circuit,5,0000000000000010010011000,2,4,43,2,411,2229,0,12792,0,12167,0,40113
5,circuit,5,0000000000000010010011000,2,5,43,2,473,2729,0,13550,0,12821,0,35616
5,circuit,5,0000000000000010010011000,2,6,43,2,1332,5531,0,23769,0,21766,0,60237
5,circuit,5,0000000000000010010011000,2,7,43,2,202,1153,0,14277,0,26176,0,76533
5,circuit,5,0000000000000010010011000,2,8,43,2,1191,5015,0,23817,0,22055,0,59839
5,circuit,5,0000000000000010010011000,2,9,43,2,521,2757,0,21241,0,27653,0,70467
5,circuit,5,0000000000000010010011000,2,10,43,2,249,1638,0,13195,0,12483,0,36051
5,circuit,5,0000000000000010010011000,2,11,43,2,118,862,0,14352,0,12424,0,38431
5,circuit,5,0000000000000010010011000,2,12,43,2,86,693,0,12787,0,13757,0,41570
5,circuit,5,0000000000000010010011000,2,13,43,2,105,718,0,14088,0,27549,0,77844
5,circuit,5,0000000000000010010011000,2,14,43,2,539,1659,0,14232,0,17907,0,53069
5,circuit,5,0000000000000010010011000,2,15,43,2,143,747,0,10671,0,20322,0,60395
5,circuit,5,0000000000000010010011000,2,16,43,2,934,3422,0,11456,0,6274,0,27943
5,circuit,5,0000000000000010010011000,2,17,43,2,264,1004,0,9765,0,12151,0,34531
5,circuit,5,0000000000000010010011000,2,18,43,2,173,748,0,8587,0,12806,0,37721
5,circuit,5,0000000000000010010011000,2,19,43,2,345,1360,0,9809,0,12874,0,36842
5,circuit,5,0000000000000010010011000,3,0,43,2,1261,5766,0,25654,0,18039,0,58058
5,circuit,5,0000000000000010010011000,3,1,43,2,1009,4308,0,23326,0,15831,0,59068
5,circuit,5,0000000000000010010011000,3,2,43,2,784,3269,0,21414,0,15749,0,58449
5,circuit,5,0000000000000010010011000,3,3,43,2,175,1004,0,9515,0,17066,0,47279
5,circuit,5,0000000000000010010011000,3,4,43,2,203,1291,0,12098,0,13811,0,42454
5,circuit,5,0000000000000010010011000,3,5,43,2,133,1018,0,11547,0,14887,0,44040
5,circuit,5,0000000000000010010011000,3,6,43,2,221,1005,0,11964,0,40213,0,84473
5,circuit,5,0000000000000010010011000,3,7,43,2,1041,4578,0,21851,0,16191,0,58776
5,circuit,5,0000000000000010010011000,3,8,43,2,310,1259,0,9004,0,40047,0,89537
5,circuit,5,0000000000000010010011000,3,9,43,2,378,1674,0,10788,0,39095,0,86400
5,circuit,5,0000000000000010010011000,3,10,43,2,26,246,0,4362,0,24385,0,57732
5,circuit,5,0000000000000010010011000,3,11,43,2,99,875,0,14099,0,9789,0,35563
5,circuit,5,0000000000000010010011000,3,12,43,2,98,935,0,13457,0,9996,0,36745
5,circuit,5,0000000000000010010011000,3,13,43,2,727,3573,0,20914,0,17867,0,62124
5,circuit,5,0000000000000010010011000,3,14,43,2,425,1998,0,15856,0,13660,0,46790
5,circuit,5,0000000000000010010011000,3,15,43,2,400,2005,0,15663,0,13344,0,46732
5,circuit,5,0000000000000010010011000,3,16,43,2,133,605,0,4805,0,20181,0,47251
5,circuit,5,0000000000000010010011000,3,17,43,2,403,1750,0,11240,0,9840,0,31174
5,circuit,5,0000000000000010010011000,3,18,43,2,409,1787,0,10633,0,9442,0,32595
5,circuit,5,0000000000000010010011000,3,19,43,2,429,1677,0,11085,0,8880,0,30371
5,circuit,5,0000000000000010010011000,4,1,43,2,287,1800,0,17392,0,19283,0,67789
5,circuit,5,0000000000000010010011000,4,2,43,2,1064,4696,0,34847,0,10941,0,43843
5,circuit,5,0000000000000010010011000,4,7,43,2,617,3314,0,30257,0,12345,0,47480
5,circuit,5,0000000000000010010011000,4,11,43,2,716,4589,0,22310,0,7804,0,30666
5,circuit,5,0000000000000010010011000,4,12,43,2,832,4692,0,21774,0,6772,0,28091
5,circuit,5,0000000000000010010011000,4,13,43,2,3251,10223,0,31568,0,7019,0,43504
5,circuit,5,0000000000000010010011000,4,14,43,2,470,2555,0,23683,0,11500,0,40450
5,circuit,5,0000000000000010010011000,4,15,43,2,850,4532,0,25630,0,8720,0,36643
5,circuit,5,0000000000000010010011000,4,17,43,2,148,1160,0,15590,0,7405,0,27874
5,circuit,5,0000000000000010010011000,4,18,43,2,222,1519,0,16132,0,5948,0,24956
5,circuit,5,0000000000000010010011000,4,19,43,2,207,1519,0,15232,0,7480,0,28357
5,circuit,5,0000000000000010010011000,0,1,43,2,0,995,0,21226,0,20421,0,58666
5,circuit,5,0000000000000010010011000,0,7,43,2,0,568,0,18072,0,29241,0,73329
5,circuit,5,0000000000000010010011000,0,8,43,2,0,1840,0,20653,0,14379,0,56756
5,circuit,5,0000000000000010010011000,0,9,43,2,0,211,0,17954,0,12297,0,54646
5,circuit,5,0000000000000010010011000,0,13,43,2,0,436,0,16733,0,35076,0,76149
5,circuit,5,0000000000000010010011000,1,1,43,2,0,384,0,31613,0,20931,0,46638
5,circuit,5,0000000000000010010011000,1,7,43,2,0,319,0,27145,0,25593,0,52987
5,circuit,5,0000000000000010010011000,1,17,43,2,0,970,0,14011,0,13202,0,29811
5,circuit,5,0000000000000010010011000,1,18,43,2,0,860,0,13335,0,14151,0,31049
5,circuit,5,0000000000000010010011000,4,4,43,2,0,14,0,11869,0,14206,0,41873
5,circuit,5,0000000000000010010011000,4,5,43,2,0,10,0,9935,0,17357,0,44371
5,circuit,5,0000000000000010010011000,0,0,43,2,0,0,0,2172,0,8986,0,70263
5,circuit,5,0000000000000010010011000,1,0,43,2,0,0,0,1577,0,7801,0,73124
5,circuit,5,0000000000000010010011000,1,6,43,2,0,0,0,56,0,18537,0,89814
5,circuit,5,0000000000000010010011000,1,8,43,2,0,0,0,55,0,18023,0,88762
5,circuit,5,0000000000000010010011000,1,9,43,2,0,0,0,123,0,15815,0,79356
5,circuit,5,0000000000000010010011000,1,10,43,2,0,0,0,82,0,14766,0,58430
5,circuit,5,0000000000000010010011000,1,16,43,2,0,0,0,45,0,12604,0,50599
5,circuit,5,0000000000000010010011000,2,0,43,2,0,0,0,2564,0,39460,0,89605
5,circuit,5,0000000000000010010011000,4,0,43,2,0,0,0,1913,0,12319,0,67989
5,circuit,5,0000000000000010010011000,4,3,43,2,0,0,0,738,0,21004,0,57156
5,circuit,5,0000000000000010010011000,4,6,43,2,0,0,0,150,0,48467,0,100888
5,circuit,5,0000000000000010010011000,4,8,43,2,0,0,0,109,0,47586,0,100984
5,circuit,5,0000000000000010010011000,4,9,43,2,0,0,0,45,0,46401,0,102166
5,circuit,5,0000000000000010010011000,4,10,43,2,0,0,0,77,0,29853,0,64541
5,circuit,5,0000000000000010010011000,4,16,43,2,0,0,0,24,0,25903,0,55990
5,circuit,7,0000000001010001000110000,0,2,82,4,27505,132699,0,586925,33973,171740,0,810650
5,circuit,7,0000000001010001000110000,0,3,82,4,11896,75721,0,266400,7596,66668,0,391183
5,circuit,7,0000000001010001000110000,0,4,82,4,11450,83701,0,296568,18691,90629,0,427829
5,circuit,7,0000000001010001000110000,0,5,82,4,18981,89586,0,288591,21157,92536,0,436048
5,circuit,7,0000000001010001000110000,0,11,82,4,58715,93725,0,328050,22003,99782,0,475045
5,circuit,7,0000000001010001000110000,0,12,82,4,46748,83682,0,334389,21851,98630,0,448938
5,circuit,7,0000000001010001000110000,0,13,82,4,1264,118805,0,615736,31089,159667,0,768774
5,circuit,7,0000000001010001000110000,0,14,82,4,45230,100882,0,394451,33855,137588,0,600068
5,circuit,7,0000000001010001000110000,0,15,82,4,19643,85063,0,387304,20732,116208,0,553146
5,circuit,7,0000000001010001000110000,0,17,82,4,37,44734,0,253378,9284,59000,0,326386
5,circuit,7,0000000001010001000110000,0,18,82,4,3,43541,0,255262,9577,59611,0,321437
5,circuit,7,0000000001010001000110000,0,19,82,4,5340,52367,0,254182,12238,67163,0,344026
5,circuit,7,0000000001010001000110000,1,0,82,4,46505,191262,0,627265,25594,135153,0,521915
5,circuit,7,0000000001010001000110000,1,1,82,4,15558,75507,0,490286,12337,102930,0,686283
5,circuit,7,0000000001010001000110000,1,2,82,4,24054,104920,0,590501,11062,80623,0,526712
5,circuit,7,0000000001010001000110000,1,3,82,4,2749,11534,0,177761,8956,78399,0,386890
5,circuit,7,0000000001010001000110000,1,4,82,4,4174,21018,0,245747,5825,47905,0,332838
5,circuit,7,0000000001010001000110000,1,5,82,4,3792,19881,0,219342,6291,51179,0,331558
5,circuit,7,0000000001010001000110000,1,6,82,4,3769,17551,0,248681,56839,197971,0,872021
5,circuit,7,0000000001010001000110000,1,7,82,4,31083,116214,0,581856,19790,94326,0,531749
5,circuit,7,0000000001010001000110000,1,8,82,4,4384,20419,0,257953,56084,192531,0,863511
5,circuit,7,0000000001010001000110000,1,9,82,4,6537,29897,0,311687,36648,170089,0,761653
5,circuit,7,0000000001010001000110000,1,10,82,4,866,7504,0,102232,28866,111681,0,424499
5,circuit,7,0000000001010001000110000,1,11,82,4,6166,49931,0,337889,4186,39480,0,264828
5,circuit,7,0000000001010001000110000,1,12,82,4,6118,51111,0,336891,4626,40530,0,268008
5,circuit,7,0000000001010001000110000,1,13,82,4,32457,128171,0,663501,14784,87193,0,487301
5,circuit,7,0000000001010001000110000,1,14,82,4,11292,55577,0,359300,8171,57088,0,373804
5,circuit,7,0000000001010001000110000,1,15,82,4,16313,70851,0,406526,8844,54923,0,331349
5,circuit,7,0000000001010001000110000,1,16,82,4,1677,6862,0,84443,29392,96681,0,342661
5,circuit,7,0000000001010001000110000,1,17,82,4,9677,38176,0,237950,6027,36516,0,229940
5,circuit,7,0000000001010001000110000,1,18,82,4,10719,41599,0,238274,6215,35243,0,231535
5,circuit,7,0000000001010001000110000,1,19,82,4,8922,36495,0,228242,4510,36091,0,238312
5,circuit,7,0000000001010001000110000,2,0,82,4,7979,38405,0,290574,29384,181576,0,851064
5,circuit,7,0000000001010001000110000,2,1,82,4,21618,88134,0,481027,28823,134357,0,619651
5,circuit,7,0000000001010001000110000,2,2,82,4,13606,59322,0,423075,21114,111374,0,635363
5,circuit,7,0000000001010001000110000,2,3,82,4,12770,50579,0,278036,16345,66113,0,261067
5,circuit,7,0000000001010001000110000,2,4,82,4,10605,42452,0,273826,13027,57933,0,260313
5,circuit,7,0000000001010001000110000,2,5,82,4,10210,42828,0,276864,13660,59131,0,259789
5,circuit,7,0000000001010001000110000,2,6,82,4,29555,126505,0,605788,26103,121809,0,630094
5,circuit,7,0000000001010001000110000,2,7,82,4,14799,60517,0,391797,25849,133054,0,697515
5,circuit,7,0000000001010001000110000,2,8,82,4,28387,120477,0,588440,27512,125404,0,641963
5,circuit,7,0000000001010001000110000,2,9,82,4,24696,105212,0,520306,37723,142726,0,697906
5,circuit,7,0000000001010001000110000,2,10,82,4,5197,43760,0,304091,12537,58248,0,307075
5,circuit,7,0000000001010001000110000,2,11,82,4,3275,30556,0,256126,7913,47870,0,298506
5,circuit,7,0000000001010001000110000,2,12,82,4,3074,29221,0,253419,7036,46414,0,307796
5,circuit,7,0000000001010001000110000,2,13,82,4,9346,49016,0,388976,20596,118001,0,705109
5,circuit,7,0000000001010001000110000,2,14,82,4,8937,41702,0,316063,12226,70663,0,393681
5,circuit,7,0000000001010001000110000,2,15,82,4,7015,34505,0,280517,14534,78189,0,440137
5,circuit,7,0000000001010001000110000,2,16,82,4,14751,51375,0,246604,15033,57573,0,240092
5,circuit,7,0000000001010001000110000,2,17,82,4,7107,27146,0,183517,8616,46847,0,257966
5,circuit,7,0000000001010001000110000,2,18,82,4,6217,23617,0,186384,7679,44780,0,264888
5,circuit,7,0000000001010001000110000,2,19,82,4,7668,29151,0,200897,9337,44470,0,237392
5,circuit,7,0000000001010001000110000,3,1,82,4,8758,70703,0,587566,12692,76321,0,589802
5,circuit,7,0000000001010001000110000,3,2,82,4,31355,150695,0,615262,39939,181047,0,769440
5,circuit,7,0000000001010001000110000,3,7,82,4,18105,142188,0,662556,34017,171659,0,767218
5,circuit,7,0000000001010001000110000,3,11,82,4,26370,88371,0,342053,9269,69885,0,339025
5,circuit,7,0000000001010001000110000,3,12,82,4,27447,89507,0,338766,12069,79646,0,356883
5,circuit,7,0000000001010001000110000,3,13,82,4,82792,186105,0,648946,51232,217430,0,829682
5,circuit,7,0000000001010001000110000,3,14,82,4,12718,88937,0,410912,14112,90934,0,460594
5,circuit,7,0000000001010001000110000,3,15,82,4,17726,110211,0,407219,31300,134328,0,547604
5,circuit,7,0000000001010001000110000,3,17,82,4,6194,46843,0,269546,7276,53465,0,294118
5,circuit,7,0000000001010001000110000,3,18,82,4,8259,53667,0,260038,14705,70348,0,314042
5,circuit,7,0000000001010001000110000,3,19,82,4,7088,47579,0,247984,5556,44683,0,285751
5,circuit,7,0000000001010001000110000,4,1,82,4,19983,89743,0,494212,22186,132692,0,658560
5,circuit,7,0000000001010001000110000,4,2,82,4,13465,59269,0,418490,19779,106416,0,681689
5,circuit,7,0000000001010001000110000,4,3,82,4,15825,56515,0,235387,24888,89437,0,274026
5,circuit,7,0000000001010001000110000,4,4,82,4,11260,43340,0,230764,10167,56303,0,288944
5,circuit,7,0000000001010001000110000,4,5,82,4,11897,47438,0,248264,13149,64843,0,285520
5,circuit,7,0000000001010001000110000,4,6,82,4,31809,127620,0,593632,33822,160322,0,595686
5,circuit,7,0000000001010001000110000,4,7,82,4,11552,58813,0,454184,23345,107011,0,665562
5,circuit,7,0000000001010001000110000,4,8,82,4,29384,123772,0,620339,32869,159077,0,588270
5,circuit,7,0000000001010001000110000,4,9,82,4,23229,109851,0,611426,33742,161830,0,576455
5,circuit,7,0000000001010001000110000,4,10,82,4,9372,53560,0,282032,13497,75607,0,305090
5,circuit,7,0000000001010001000110000,4,11,82,4,5365,33470,0,228652,6903,49502,0,374714
5,circuit,7,0000000001010001000110000,4,12,82,4,4459,30894,0,222635,5661,46910,0,378974
5,circuit,7,0000000001010001000110000,4,13,82,4,5303,44167,0,408266,20825,103726,0,694732
5,circuit,7,0000000001010001000110000,4,14,82,4,11244,43535,0,291066,12408,69997,0,468454
5,circuit,7,0000000001010001000110000,4,15,82,4,6036,31605,0,250306,13347,72370,0,466919
5,circuit,7,0000000001010001000110000,4,16,82,4,16222,50796,0,203842,12990,65679,0,238634
5,circuit,7,0000000001010001000110000,4,17,82,4,6194,24331,0,185481,6945,40953,0,271028
5,circuit,7,0000000001010001000110000,4,18,82,4,5747,23551,0,186900,8386,43921,0,270591
5,circuit,7,0000000001010001000110000,4,19,82,4,8466,29005,0,189670,5747,41102,0,275687
5,circuit,7,0000000001010001000110000,0,0,82,4,0,4,0,705536,28950,97061,0,482524
5,circuit,7,0000000001010001000110000,0,1,82,4,0,27143,0,540283,15095,67991,0,634420
5,circuit,7,0000000001010001000110000,0,7,82,4,0,62827,0,590978,29455,143654,0,761045
5,circuit,7,0000000001010001000110000,3,0,82,4,0,601,0,698744,8410,40633,0,554897
5,circuit,7,0000000001010001000110000,3,3,82,4,0,332,0,268990,9177,40230,0,266932
5,circuit,7,0000000001010001000110000,3,4,82,4,0,11580,0,273595,9365,49670,0,358453
5,circuit,7,0000000001010001000110000,3,5,82,4,0,7157,0,269833,10608,49203,0,353422
5,circuit,7,0000000001010001000110000,3,6,82,4,0,2,0,115937,21298,99091,0,500813
5,circuit,7,0000000001010001000110000,3,8,82,4,0,1,0,136082,21874,96255,0,506119
5,circuit,7,0000000001010001000110000,3,9,82,4,0,1,0,108829,22451,90345,0,474324
5,circuit,7,0000000001010001000110000,4,0,82,4,0,13205,0,390779,34391,98834,0,647832
5,circuit,7,0000000001010001000110000,0,6,82,4,0,0,0,180669,8291,52054,0,308876
5,circuit,7,0000000001010001000110000,0,8,82,4,0,0,0,141360,9224,54605,0,311616
5,circuit,7,0000000001010001000110000,0,9,82,4,0,0,0,178225,14175,60943,0,319010
5,circuit,7,0000000001010001000110000,0,10,82,4,0,0,0,80488,4193,26551,0,157997
5,circuit,7,0000000001010001000110000,0,16,82,4,0,0,0,67552,3618,24451,0,128349
5,circuit,7,0000000001010001000110000,3,10,82,4,0,0,0,44472,9658,48201,0,244817
5,circuit,7,0000000001010001000110000,3,16,82,4,0,0,0,38997,10039,43158,0,193431
5,circuit,7,0000000001010101000010010,0,2,82,2,27505,130960,0,491538,136,7346,0,267544
5,circuit,7,0000000001010101000010010,0,3,82,2,11844,73176,0,234402,1376,14354,0,158035
5,circuit,7,0000000001010101000010010,0,4,82,2,11450,81769,0,254084,18,3505,0,145639
5,circuit,7,0000000001010101000010010,0,5,82,2,18980,86622,0,252232,79,5713,0,151362
5,circuit,7,0000000001010101000010010,0,11,82,2,58681,91271,0,278194,96,4550,0,152933
5,circuit,7,0000000001010101000010010,0,12,82,2,46745,82284,0,281908,80,4061,0,142017
5,circuit,7,0000000001010101000010010,0,13,82,2,1266,114378,0,514811,64,3581,0,259560
5,circuit,7,0000000001010101000010010,0,14,82,2,45229,99594,0,339371,181,6445,0,194735
5,circuit,7,0000000001010101000010010,0,15,82,2,19643,83950,0,323019,95,4467,0,180614
5,circuit,7,0000000001010101000010010,0,17,82,2,38,44585,0,216799,13,2218,0,107597
5,circuit,7,0000000001010101000010010,0,18,82,2,3,42957,0,215722,21,2213,0,107693
5,circuit,7,0000000001010101000010010,0,19,82,2,5340,51913,0,219661,20,2852,0,112427
5,circuit,7,0000000001010101000010010,1,1,82,2,19766,87731,0,461681,891,13909,0,279132
5,circuit,7,0000000001010101000010010,1,2,82,2,13797,56846,0,388686,1169,10036,0,252462
5,circuit,7,0000000001010101000010010,1,3,82,2,18029,60428,0,225386,374,10005,0,145286
5,circuit,7,0000000001010101000010010,1,4,82,2,13511,47412,0,234908,1285,8053,0,140733
5,circuit,7,0000000001010101000010010,1,5,82,2,13528,47622,0,219500,914,7156,0,145266
5,circuit,7,0000000001010101000010010,1,6,82,2,35174,133298,0,448799,869,17159,0,300486
5,circuit,7,0000000001010101000010010,1,7,82,2,9726,50358,0,388365,2307,13015,0,254555
5,circuit,7,0000000001010101000010010,1,8,82,2,33832,131509,0,465199,862,17253,0,303547
5,circuit,7,0000000001010101000010010,1,9,82,2,15053,96433,0,450162,1480,18016,0,325362
5,circuit,7,0000000001010101000010010,1,10,82,2,7434,59308,0,216787,110,6206,0,152754
5,circuit,7,0000000001010101000010010,1,11,82,2,4025,35025,0,234760,312,3695,0,129049
5,circuit,7,0000000001010101000010010,1,12,82,2,3559,31393,0,238216,415,4250,0,125305
5,circuit,7,0000000001010101000010010,1,13,82,2,3780,34043,0,348294,2316,11816,0,256291
5,circuit,7,0000000001010101000010010,1,14,82,2,10663,44259,0,278425,408,5266,0,166583
5,circuit,7,0000000001010101000010010,1,15,82,2,5797,29991,0,250882,872,6378,0,165001
5,circuit,7,0000000001010101000010010,1,16,82,2,18480,51908,0,168999,241,7084,0,121224
5,circuit,7,0000000001010101000010010,1,17,82,2,6480,23885,0,173563,314,3942,0,101469
5,circuit,7,0000000001010101000010010,1,18,82,2,5575,21625,0,162078,639,4228,0,101678
5,circuit,7,0000000001010101000010010,1,19,82,2,8518,29429,0,182449,776,4763,0,100432
5,circuit,7,0000000001010101000010010,2,0,82,2,46505,191288,0,492153,490,13827,0,288811
5,circuit,7,0000000001010101000010010,2,1,82,2,15546,72253,0,369406,3475,26268,0,338692
5,circuit,7,0000000001010101000010010,2,2,82,2,24046,100937,0,435755,2804,20900,0,309123
5,circuit,7,0000000001010101000010010,2,3,82,2,2749,11972,0,161124,6,3445,0,141162
5,circuit,7,0000000001010101000010010,2,4,82,2,4174,21231,0,186538,21,5033,0,154664
5,circuit,7,0000000001010101000010010,2,5,82,2,3792,20191,0,166745,80,5349,0,147354
5,circuit,7,0000000001010101000010010,2,6,82,2,3772,20139,0,396833,55,3724,0,205058
5,circuit,7,0000000001010101000010010,2,7,82,2,31080,111572,0,439051,3048,22214,0,300554
5,circuit,7,0000000001010101000010010,2,8,82,2,4384,22519,0,403376,84,3859,0,215535
5,circuit,7,0000000001010101000010010,2,9,82,2,6539,31093,0,434864,109,5433,0,214734
5,circuit,7,0000000001010101000010010,2,10,82,2,866,7670,0,150206,0,735,0,106325
5,circuit,7,0000000001010101000010010,2,11,82,2,6166,48193,0,248177,1840,11262,0,164635
5,circuit,7,0000000001010101000010010,2,12,82,2,6118,49446,0,244788,1827,10977,0,169510
5,circuit,7,0000000001010101000010010,2,13,82,2,32395,123857,0,504690,1868,18369,0,284727
5,circuit,7,0000000001010101000010010,2,14,82,2,11291,53546,0,264341,2721,15114,0,211239
5,circuit,7,0000000001010101000010010,2,15,82,2,16312,68845,0,309839,2742,15919,0,209604
5,circuit,7,0000000001010101000010010,2,16,82,2,1678,7847,0,122916,0,581,0,89996
5,circuit,7,0000000001010101000010010,2,17,82,2,9677,37019,0,179284,846,7402,0,119313
5,circuit,7,0000000001010101000010010,2,18,82,2,10719,40353,0,180252,492,6600,0,122304
5,circuit,7,0000000001010101000010010,2,19,82,2,8918,34784,0,166911,1678,9442,0,127808
5,circuit,7,0000000001010101000010010,3,1,82,2,19983,88863,0,424430,65,5106,0,286759
5,circuit,7,0000000001010101000010010,3,2,82,2,13440,56500,0,339736,4928,28880,0,324710
5,circuit,7,0000000001010101000010010,3,3,82,2,15825,55887,0,205308,67,4026,0,118395
5,circuit,7,0000000001010101000010010,3,4,82,2,11260,42729,0,189166,130,7200,0,159001
5,circuit,7,0000000001010101000010010,3,5,82,2,11897,46804,0,206325,145,6159,0,149687
5,circuit,7,0000000001010101000010010,3,6,82,2,31809,126649,0,564308,71,3599,0,177703
5,circuit,7,0000000001010101000010010,3,7,82,2,11550,56690,0,376403,2973,24243,0,313425
5,circuit,7,0000000001010101000010010,3,8,82,2,29386,122572,0,590951,30,2434,0,178594
5,circuit,7,0000000001010101000010010,3,9,82,2,23229,109128,0,587549,3,977,0,178561
5,circuit,7,0000000001010101000010010,3,10,82,2,9372,53452,0,270982,28,2137,0,94508
5,circuit,7,0000000001010101000010010,3,11,82,2,5357,32604,0,186687,1399,12398,0,165235
5,circuit,7,0000000001010101000010010,3,12,82,2,4457,30140,0,183860,1716,13540,0,170104
5,circuit,7,0000000001010101000010010,3,13,82,2,5298,41641,0,314274,5300,31386,0,355431
5,circuit,7,0000000001010101000010010,3,14,82,2,11230,42550,0,245537,1050,13726,0,209646
5,circuit,7,0000000001010101000010010,3,15,82,2,6021,30241,0,202077,2874,19840,0,232673
5,circuit,7,0000000001010101000010010,3,16,82,2,16222,50391,0,190089,97,2117,0,75010
