k,task,iso_key,n_iso_members,num_edges,max_in_deg,max_out_deg,is_linear,partial_r,n_topo_total,presence_rate_top_01,presence_designs_top_01,n_topo_top_01,presence_rate_top_05,presence_designs_top_05,n_topo_top_05,presence_rate_bot_05,presence_designs_bot_05,n_topo_bot_05,presence_rate_bot_01,presence_designs_bot_01,n_topo_bot_01,log_odds_top01_vs_bot01,log_odds_top05_vs_bot05
3,circuit,000000110,1,2,1,2,False,-0.00771987034454272,100,0.5043941344601741,7113186,75,0.41224480678962777,29068313,100,0.663974396845575,46818328,63,0.7141712255671887,10071564,56,-0.5017185091205278,-0.6876262920895175
3,circuit,000100100,1,2,2,1,False,0.17798066774167204,151,0.7809055825532554,11012671,127,0.7781320298058806,54867848,151,0.7797478562908978,54981775,86,0.7783380901900024,10976474,77,0.004751164827524411,-0.002992715566335148
3,circuit,000100110,1,3,2,2,False,0.13790497436034466,65,0.38332980202852895,5405884,52,0.4157209115124093,29313421,65,0.26954211884519524,19006021,35,0.27502171608479375,3878480,30,0.47904062474749454,0.6251045927958844
3,circuit,000001100,1,2,1,1,True,0.3889060287788502,212,0.9996180092574077,14097049,170,0.9993093541463569,70463561,212,0.9902348881256078,69823689,108,0.9922183024935384,13992709,94,0.010719323974472818,0.013160579829111153
