k,task,iso_key,n_iso_members,num_edges,max_in_deg,max_out_deg,is_linear,partial_r,n_topo_total,presence_rate_top_01,presence_designs_top_01,n_topo_top_01,presence_rate_top_05,presence_designs_top_05,n_topo_top_05,presence_rate_bot_05,presence_designs_bot_05,n_topo_bot_05,presence_rate_bot_01,presence_designs_bot_01,n_topo_bot_01,log_odds_top01_vs_bot01,log_odds_top05_vs_bot05
4,circuit,0000000000001110,1,3,1,3,False,-0.10528939266886411,1,0.0,0,0,6.807326839332621e-07,48,1,0.02162554764066595,1524866,1,0.016702700594577537,235549,1,,-14.95528876281328
4,circuit,0000000000011100,1,3,1,2,False,0.053937279186324016,45,0.32188112748747805,4539308,32,0.2377681980410215,16765573,45,0.33483433495363335,23609922,25,0.3573185510319129,5039067,23,-0.15068282547239817,-0.49389170918925357
4,circuit,0000000001001010,2,3,1,2,False,-0.04342750830820037,56,0.35481267208019945,5003723,39,0.2968369330383114,20930643,56,0.4303891087064887,30347704,40,0.49082485667384035,6921833,34,-0.4681507765666385,-0.5359709638653621
4,circuit,0000000001001100,1,3,2,2,False,0.014541348311101368,31,0.10802942129997967,1523478,21,0.11491248472251492,8102739,31,0.2590910835931499,18269095,20,0.3007898627543441,4241874,20,-1.4773316689564828,-1.1729238184071316
4,circuit,0000000001001110,1,4,2,3,False,0.1287641604526128,6,0.016397167127721764,231240,6,0.017504714782932782,1234297,6,0.011970487567344505,844066,3,0.011479423788065194,161888,3,0.5143963603119811,0.5482616394984866
4,circuit,0000000001011100,1,4,2,2,False,-0.07744197735119202,3,9.721724672248114e-05,1371,1,0.0005056000190605151,35651,3,0.02429872857976775,1713358,2,0.05018276966059089,707700,1,-9.011764105741106,-5.586740499297464
4,circuit,0000000011001100,1,4,2,2,False,0.04924330313774463,2,0.01632129371124251,230170,2,0.03169586395330401,2234947,2,0.022635230369690805,1596061,1,0.022574162645497768,318351,1,-0.46791705669420547,0.4857246032739924
4,circuit,0000000100011000,1,3,2,1,False,0.05626537612586494,103,0.43995399092752485,6204423,84,0.4535795335449467,31982918,103,0.6291788962794251,44364819,65,0.6314281561005357,8904684,59,-0.5212659345940274,-0.4721147368039986
4,circuit,0000000101011000,1,4,2,2,False,0.19538077957732372,39,0.33262217960074414,4690783,33,0.3403216263384552,23996847,39,0.1351510997755865,9529808,20,0.11623022949912959,1639131,17,1.5168990343681275,1.3323255811436263
4,circuit,0000000110001000,2,3,2,1,False,0.1458800073648509,112,0.6030414178089516,8504353,94,0.6339048982403911,44698067,112,0.5791991970076008,40840638,67,0.5705632000113455,8046339,61,0.07987039256239006,0.13020681357850508
4,circuit,0000000110001010,1,4,2,2,False,0.13480313500383767,36,0.3492147739582013,4924779,29,0.3565404087175762,25140470,36,0.18567932785692312,13092667,21,0.20320525866072917,2865692,20,0.7811768577647702,0.9412523892557176
4,circuit,0000000110011000,1,4,2,2,False,0.07267109107051747,20,0.11284036318264447,1591324,16,0.13750890979809752,9696064,20,0.08587736295292468,6055406,10,0.10828792160227478,1527125,10,0.05941088022479352,0.6791753041589184
4,circuit,0000000111001000,2,4,2,2,False,0.1099128299848489,26,0.0979727190394624,1381654,23,0.11412653629312122,8047320,26,0.09928067958802449,7000504,14,0.1372747997688345,1935911,12,-0.486614821847499,0.20104938487757987
4,circuit,0000000111011000,1,5,2,3,False,0.016949517167403182,1,2.481840725956849e-06,35,1,9.37425633499763e-05,6610,1,0.0032877124653902332,231824,1,0.005399841871447869,76151,1,-11.087290912414819,-5.132236074800525
4,circuit,0000001110001000,1,4,2,2,False,0.007813730330065655,31,0.1741181452622795,2455490,24,0.12440795402104542,8772286,31,0.27643653799781653,19492162,22,0.25800006381869817,3638433,21,-0.5673048650386108,-1.1518695894307183
4,circuit,0000001110001010,1,5,2,2,False,-0.032585997781422106,9,0.0011688760721906485,16484,6,0.012049096142996976,849609,9,0.07304425930308932,5150515,6,0.079245450258643,1117555,5,-6.083134223615038,-2.5998459656889756
4,circuit,0000000101001000,2,3,1,1,True,0.3289598268803938,173,0.9422387734998408,13287862,145,0.8971478576916979,63259923,173,0.9480200241521157,66847024,95,0.9632157532910948,13583702,86,-0.03176628671294098,-0.07957175885667948
