k,raw_motif,iso_key
5,"?(0,1)/?(1,0)/?(1,1)/?(1,1)/?(1,1)|edges=0000100000010000010000010",0000000001000100100010000
5,"?(0,1)/?(0,1)/?(1,1)/?(1,1)/?(2,0)|edges=0000100010000010010000000",0000000001010001000010000
5,"?(0,2)/?(1,0)/?(1,1)/?(1,1)/?(2,1)|edges=0001100000010000000100100",0000000001010000110010000
5,"?(0,1)/?(0,2)/?(1,0)/?(1,1)/?(2,0)|edges=0001000101000000000100000",0000000000000011100001000
5,"?(0,3)/?(1,0)/?(1,1)/?(1,1)/?(2,0)|edges=0110100000000100000100000",0000000000000011110001000
5,"?(0,3)/?(1,0)/?(1,0)/?(1,0)/?(1,1)|edges=0110100000000000000000010",0000000000000000010011010
5,"?(0,2)/?(1,1)/?(1,1)/?(1,1)/?(2,0)|edges=0010100001000100100000000",0000000001010001010010000
5,"?(0,2)/?(1,0)/?(1,1)/?(1,1)/?(2,1)|edges=0010100000000010100000010",0000000001010000110010000
5,"?(0,1)/?(0,2)/?(1,1)/?(2,0)/?(2,1)|edges=0010000011000010000000010",0000000001010001000110000
5,"?(0,1)/?(0,2)/?(1,1)/?(2,0)/?(2,1)|edges=0000100011000100000000100",0000000001010001100010000
5,"?(0,1)/?(0,1)/?(0,1)/?(2,0)/?(2,1)|edges=0000100001000100000000010",0000000001000011000010000
5,"?(0,1)/?(0,1)/?(0,1)/?(2,0)/?(2,1)|edges=0000100010000010000000010",0000000001000011000010000
5,"?(0,2)/?(1,0)/?(1,0)/?(1,1)/?(1,1)|edges=0001100000000000010001000",0000000000000110100010000
5,"?(0,2)/?(1,1)/?(1,1)/?(1,1)/?(2,0)|edges=0101000100000010000100000",0000000001010101000010000
5,"?(0,1)/?(1,1)/?(1,1)/?(1,2)/?(2,0)|edges=0100000010000010010100000",0000000001010001000010010
5,"?(0,2)/?(1,0)/?(1,1)/?(1,2)/?(2,0)|edges=0101000000000010010100000",0000000000010000110010010
5,"?(0,2)/?(1,0)/?(1,0)/?(1,0)/?(1,2)|edges=0100100000000000000000110",0000000000000000010111000
5,"?(0,1)/?(0,2)/?(1,1)/?(2,0)/?(2,1)|edges=0000100101000100000000010",0000000001000111000010000
5,"?(0,2)/?(1,0)/?(1,0)/?(1,2)/?(2,1)|edges=0001100000000000010101000",0000000000000110100010010
5,"?(0,3)/?(1,1)/?(1,2)/?(2,0)/?(2,0)|edges=0111000001000110000000000",0000000000010001010111000
5,"?(0,3)/?(1,1)/?(1,1)/?(2,0)/?(2,1)|edges=0101100001000100000000100",0000000001010001110010000
5,"?(0,2)/?(0,2)/?(2,0)/?(2,1)/?(2,1)|edges=0011000011000000000100100",0000000001010011100010000
5,"?(0,3)/?(1,0)/?(1,0)/?(1,1)/?(2,1)|edges=0011100000000000000101000",0000000000000010110110000
5,"?(0,3)/?(1,1)/?(1,1)/?(2,0)/?(2,1)|edges=0101100100000010000000010",0000000001010001010110000
5,"?(0,1)/?(0,2)/?(1,0)/?(2,1)/?(2,1)|edges=0000100011000000010000010",0000000001000111000000010
5,"?(0,1)/?(0,1)/?(1,2)/?(2,0)/?(2,1)|edges=0000100100000110000000010",0000000001000101000010010
5,"?(0,2)/?(1,1)/?(1,1)/?(2,0)/?(2,2)|edges=0100100001000100000000110",0000000001010011000010010
5,"?(0,1)/?(0,1)/?(0,2)/?(2,0)/?(2,0)|edges=0000100010000110000000000",0000000000010001000011000
5,"?(0,2)/?(1,0)/?(1,0)/?(1,1)/?(1,1)|edges=0010100000000000100000010",0000000000000010110010000
5,"?(0,2)/?(1,0)/?(1,1)/?(1,2)/?(2,0)|edges=0001100000000010110000000",0000000000010000100110100
5,"?(0,1)/?(1,0)/?(1,1)/?(1,1)/?(1,1)|edges=0010000000000010100000010",0000000001000100100010000
5,"?(0,2)/?(1,0)/?(1,0)/?(1,1)/?(2,2)|edges=0001100000000000000101100",0000000000000010010111000
5,"?(0,2)/?(0,2)/?(1,0)/?(2,0)/?(2,1)|edges=0001100101000000000000010",0000000000010000110010100
5,"?(0,2)/?(1,1)/?(1,2)/?(2,0)/?(2,1)|edges=0110000001000110000000010",0000000001010101000110000
5,"?(0,1)/?(1,2)/?(1,2)/?(2,0)/?(2,1)|edges=0100000101000110000000010",0000000001100001010000110
5,"?(0,1)/?(0,2)/?(2,0)/?(2,1)/?(2,2)|edges=0000100011000000010000110",0000000001000111000010010
5,"?(0,2)/?(1,0)/?(1,2)/?(2,1)/?(2,1)|edges=0011000000000110000101000",0000000001010010110010000
5,"?(0,1)/?(1,0)/?(1,1)/?(1,1)/?(1,1)|edges=0001000000000010010001000",0000000001000100100010000
5,"?(0,2)/?(1,1)/?(1,2)/?(2,0)/?(2,1)|edges=0100100100000110000000010",0000000001010101000010010
5,"?(0,1)/?(1,1)/?(1,1)/?(1,2)/?(2,0)|edges=0001000001010000010100000",0000000001000101000010100
5,"?(0,1)/?(0,1)/?(1,1)/?(1,1)/?(2,0)|edges=0001000001000010010000000",0000000001010001000010000
5,"?(0,2)/?(1,0)/?(1,0)/?(1,1)/?(1,1)|edges=0011000000000000000101000",0000000000000010110010000
5,"?(0,2)/?(1,1)/?(1,1)/?(2,0)/?(2,2)|edges=0010100010000010000001010",0000000001010011000010010
5,"?(0,3)/?(1,1)/?(1,1)/?(2,0)/?(2,1)|edges=0110100010000010000000010",0000000001010111000010000
5,"?(0,1)/?(0,3)/?(1,0)/?(2,0)/?(2,1)|edges=0000100111000000000000010",0000000000000011100101000
5,"?(0,2)/?(1,1)/?(1,2)/?(2,0)/?(2,1)|edges=0011000001010010000000010",0000000001010011010010000
5,"?(0,3)/?(1,2)/?(2,0)/?(2,1)/?(2,1)|edges=0111000011000000000100100",0000000001010011110010000
5,"?(0,2)/?(1,1)/?(1,1)/?(1,1)/?(2,0)|edges=0001100001010000010000000",0000000001010001010010000
5,"?(0,2)/?(0,2)/?(2,0)/?(2,1)/?(2,1)|edges=0001100110000000000100100",0000000001010011100010000
5,"?(0,3)/?(1,0)/?(1,1)/?(1,1)/?(2,0)|edges=0011100000010000000100000",0000000000010000110110000
5,"?(0,3)/?(1,0)/?(1,0)/?(1,1)/?(2,1)|edges=0101100000000000000100100",0000000000000010110110000
5,"?(0,3)/?(1,1)/?(1,1)/?(2,0)/?(2,1)|edges=0110100001000100000000010",0000000001010111000010000
5,"?(0,3)/?(1,0)/?(1,1)/?(1,1)/?(2,0)|edges=0101100000000010010000000",0000000000000011110001000
5,"?(0,3)/?(1,0)/?(1,0)/?(1,0)/?(1,1)|edges=0011100000000000000001000",0000000000000000010011010
5,"?(0,2)/?(0,2)/?(1,0)/?(2,0)/?(2,1)|edges=0001100011000000000000100",0000000000010001010010100
5,"?(0,3)/?(1,0)/?(1,1)/?(2,1)/?(2,1)|edges=0011100000000100000101000",0000000001010000110110000
5,"?(0,1)/?(1,1)/?(1,3)/?(2,0)/?(2,1)|edges=0010000001010110000000010",0000000001000101000010110
5,"?(0,1)/?(0,3)/?(2,0)/?(2,1)/?(2,1)|edges=0001000111000000000100100",0000000001010001100110000
5,"?(0,2)/?(1,1)/?(1,1)/?(1,1)/?(2,0)|edges=0100100010000010010000000",0000000001010001010010000
5,"?(0,2)/?(1,0)/?(1,2)/?(2,0)/?(2,2)|edges=0010100000000110000001010",0000000000000110100111000
5,"?(0,2)/?(1,1)/?(1,2)/?(2,0)/?(2,1)|edges=0010100010010010000000010",0000000011010011000010000
5,"?(0,2)/?(1,0)/?(1,1)/?(1,2)/?(2,0)|edges=0010100000000100100100000",0000000000000010110011000
5,"?(0,2)/?(1,0)/?(1,2)/?(2,1)/?(2,1)|edges=0010100000000110100000010",0000000001010010110010000
5,"?(0,2)/?(1,1)/?(1,2)/?(2,0)/?(2,1)|edges=0010100001010100000000010",0000000001000111100010000
5,"?(0,1)/?(1,0)/?(1,1)/?(1,3)/?(2,0)|edges=0001000000000010110100000",0000000000000010100011010
