k,task,size_class,iso_key,n_topo_in_size,n_topo_with_motif_in_size,num_edges,max_in_deg,max_out_deg,is_linear,partial_r,presence_rate_top_01,presence_designs_top_01,n_topo_top_01,presence_rate_top_05,presence_designs_top_05,n_topo_top_05,presence_rate_top_10,presence_designs_top_10,n_topo_top_10,presence_rate_top_25,presence_designs_top_25,n_topo_top_25,presence_rate_bot_25,presence_designs_bot_25,n_topo_bot_25,presence_rate_bot_10,presence_designs_bot_10,n_topo_bot_10,presence_rate_bot_05,presence_designs_bot_05,n_topo_bot_05,presence_rate_bot_01,presence_designs_bot_01,n_topo_bot_01,log_odds_top01_vs_bot01,log_odds_top05_vs_bot05,log_odds_top10_vs_bot10,log_odds_top25_vs_bot25
5,toxicity,7,0000000001000101000010110,82,1,6,2,3,False,0.03061700475186003,0.006104146341463414,50054,1,0.008315561786884076,340938,1,0.009417939483801926,772271,1,0.01055128272095058,2163013,1,0.013980668156286164,2866037,1,0.014613060619193643,1198271,1,0.015123414634146341,620060,1,0.015918048780487803,130528,1,-1.3828020474859959,-0.8628982764316233,-0.6337750161852687,-0.40601491259986633
5,toxicity,7,0000000001000110100010000,82,14,5,2,2,False,0.1822305791045385,0.18460439024390243,1513756,14,0.18801618907475015,7708663,14,0.18816122869079163,15429220,14,0.18563310857301252,38054788,14,0.15173707169037004,31106100,14,0.13711809421663185,11243684,14,0.12725121951219512,5217300,14,0.10533951219512196,863784,14,0.809390179620694,0.5631774076168107,0.4565504231954903,0.29088044399106294
5,toxicity,7,0000000001000111000000010,82,7,5,2,2,False,0.056472243324105546,0.0993969512195122,815055,7,0.0970858631303281,3980520,7,0.09548519977976584,7829786,7,0.0924669250250356,18955720,7,0.07800869192186642,15991782,7,0.07280488846817346,5970001,7,0.06871656097560976,2817379,7,0.05973353658536586,489815,7,0.7346604604539386,0.49860340075895704,0.391241809413606,0.24530253122399479
5,toxicity,7,0000000001000111000010000,82,4,5,2,2,False,-0.025126495646697517,0.04161243902439024,341222,4,0.046839028959905264,1920400,4,0.0480870999066878,3943142,4,0.049035150262728776,10052206,4,0.046760180031608,9585837,4,0.04441999891658539,3642440,4,0.04391841463414634,1800655,4,0.04170109756097561,341949,4,-0.0030705041362637585,0.09288519010365846,0.11444056339263119,0.0685358144027519
5,toxicity,7,0000000001000111000010010,82,3,6,2,2,False,0.035571464409155804,0.02326,190732,3,0.028609100352107352,1172973,3,0.03090330638552714,2534071,3,0.03361397495387366,6890865,3,0.038932658156754556,7981195,3,0.03831656004105951,3141958,3,0.0371880243902439,1524709,3,0.03364317073170732,275874,3,-0.5324625833165317,-0.3783639758909516,-0.3102068433270714,-0.21191969337402175
5,toxicity,7,0000000001000111100010000,82,2,6,2,2,False,0.1315676906648219,0.036024268292682925,295399,2,0.035503905902820085,1455660,2,0.03436023338342602,2817539,2,0.03152014572643618,6461630,2,0.01608957545278463,3298363,2,0.011202109482875379,918573,2,0.008923268292682926,365854,2,0.004897439024390244,40159,2,2.8788696919522065,1.9923336263682712,1.6169694021350192,0.9701479458679514
5,toxicity,7,0000000001010000110010000,82,21,5,2,2,False,0.1301489313106843,0.28612060975609754,2346189,21,0.28132105183620015,11534162,21,0.27786872087164494,22785234,21,0.270394531309375,55430880,21,0.24089309521079907,49383085,21,0.23130183582190644,18966751,21,0.22463485365853658,9210029,21,0.21298012195121951,1746437,21,0.4259046353442635,0.3246357272795533,0.26462672581111246,0.16667293183545254
5,toxicity,7,0000000001010000110110000,82,1,6,2,3,False,0.03061700475186003,0.006104146341463414,50054,1,0.008315561786884076,340938,1,0.009417939483801926,772271,1,0.01055128272095058,2163013,1,0.013980668156286164,2866037,1,0.014613060619193643,1198271,1,0.015123414634146341,620060,1,0.015918048780487803,130528,1,-1.3828020474859959,-0.8628982764316233,-0.6337750161852687,-0.40601491259986633
5,toxicity,7,0000000001010001000010000,82,61,4,2,1,False,0.016118953950748163,0.7098043902439024,5820396,61,0.7179904602917522,29437606,61,0.7223020718196133,59228767,61,0.7300407613650584,149658359,61,0.757323924318791,155251406,61,0.7619901155612167,62483191,61,0.7632515609756098,31293314,61,0.7581025609756098,6216441,61,-0.09497154092989175,-0.08819395943409529,-0.07716997483530795,-0.05293348682644271
5,toxicity,7,0000000001010001000010010,82,16,5,2,2,False,0.1243252058090422,0.24006634146341463,1968544,16,0.2186723384070574,8965565,16,0.2127776811111064,17447769,16,0.20525582038525228,42077444,16,0.18604450550200483,38139124,16,0.18018933706855275,14775526,16,0.17595351219512195,7214094,16,0.16661853658536585,1366272,16,0.5268842326564704,0.3135764221212933,0.239833189789623,0.14177534908004447
5,toxicity,7,0000000001010001000110000,82,5,5,2,2,False,0.08191818709493837,0.07143048780487805,585730,5,0.06949632385329989,2849349,5,0.06826827162284252,5597998,5,0.06604329139427724,13538875,5,0.05489700922051698,11253887,5,0.049089340266113654,4025326,5,0.04453878048780488,1826090,5,0.03511475609756098,287941,5,1.0244625592127579,0.6418746092538887,0.4758054492085288,0.2666844679239194
5,toxicity,7,0000000001010001010010000,82,5,5,2,2,False,0.17544243780576088,0.058044756097560976,475967,5,0.06331725007973171,2596007,5,0.06465003973902633,5301303,5,0.06507234019371043,13339830,5,0.055635550676726334,11405288,5,0.05038398657600033,4131487,5,0.045909756097560976,1882300,5,0.036496341463414635,299270,5,0.669413886624141,0.4637978318653451,0.3596859786270356,0.22603738991693234
5,toxicity,7,0000000001010001010110000,82,0,6,2,3,False,,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,,,,
5,toxicity,7,0000000001010001100010000,82,5,5,2,2,False,0.015064409272683573,0.07129560975609756,584624,5,0.07123142158355332,2920488,5,0.07018456439924704,5755134,5,0.06763657916806674,13865499,5,0.05216051168623891,10692905,5,0.04523893792100151,3709593,5,0.04116521951219512,1687774,5,0.03195560975609756,262036,5,1.1577440248635602,0.7910878635733015,0.6335887159233397,0.37484567265865715
5,toxicity,7,0000000001010001100110000,82,1,6,2,3,False,0.03061700475186003,0.006104146341463414,50054,1,0.008315561786884076,340938,1,0.009417939483801926,772271,1,0.01055128272095058,2163013,1,0.013980668156286164,2866037,1,0.014613060619193643,1198271,1,0.015123414634146341,620060,1,0.015918048780487803,130528,1,-1.3828020474859959,-0.8628982764316233,-0.6337750161852687,-0.40601491259986633
